	id1	atid	ENZYME	SYMBOL	Author	Detection Method	Detection Method ID	interaction	Interaction Type	id2	Primary Interaction Type	Publication DB	Publication ID	selected	shared interaction	shared name	Source Database
144	836259	AT5G61380		PRR1	Fujiwara S (2008)	affinity chromatography technology	MI:0004	296944	physical association	836132	physical association	pubmed	18562312	FALSE	296944	836259 (296944) 836132	psi-mi
145	836259	AT5G61380		PRR1	Pruneda-Paz JL (2009)	two hybrid	MI:0018	1106448	direct interaction	830730	direct interaction	pubmed	19286557	FALSE	1106448	836259 (1106448) 830730	psi-mi
146	843133	AT1G68050		FKF1	Kim WY (2007)	pull down	MI:0096	265041	direct interaction	838883	direct interaction	pubmed	17704763	FALSE	265041	843133 (265041) 838883	psi-mi
147	843133	AT1G68050		FKF1	Sawa M (2007)	two hybrid	MI:0018	265093	direct interaction	838883	direct interaction	pubmed	17872410	FALSE	265093	843133 (265093) 838883	psi-mi
148	843133	AT1G68050		FKF1	Song YH (2014)	affinity chromatography technology	MI:0004	1241606	physical association	838883	physical association	pubmed	25422419	FALSE	1241606	843133 (1241606) 838883	psi-mi
149	843133	AT1G68050		FKF1	Baudry A (2010)	pull down	MI:0096	435192	direct interaction	836259	direct interaction	pubmed	20354196	FALSE	435192	843133 (435192) 836259	psi-mi
150	843133	AT1G68050		FKF1	Baudry A (2010)	affinity chromatography technology	MI:0004	435193	physical association	836259	physical association	pubmed	20354196	FALSE	435193	843133 (435193) 836259	psi-mi
151	843133	AT1G68050		FKF1	Nakasako M (2005)	x-ray crystallography	MI:0114	331577	association	843133	association	pubmed	15710392	FALSE	331577	843133 (331577) 843133	psi-mi
152	843133	AT1G68050		FKF1	Imaizumi T (2005)	two hybrid	MI:0018	336778	direct interaction	836364	direct interaction	pubmed	16002617	FALSE	336778	843133 (336778) 836364	psi-mi
153	843133	AT1G68050		FKF1	Imaizumi T (2005)	two hybrid	MI:0018	336779	direct interaction	833962	direct interaction	pubmed	16002617	FALSE	336779	843133 (336779) 833962	psi-mi
154	843133	AT1G68050		FKF1	Imaizumi T (2005)	two hybrid	MI:0018	336780	direct interaction	823904	direct interaction	pubmed	16002617	FALSE	336780	843133 (336780) 823904	psi-mi
155	843133	AT1G68050		FKF1	Imaizumi T (2005)	pull down	MI:0096	336781	direct interaction	836364	direct interaction	pubmed	16002617	FALSE	336781	843133 (336781) 836364	psi-mi
156	843133	AT1G68050		FKF1	Imaizumi T (2005)	pull down	MI:0096	336782	direct interaction	833962	direct interaction	pubmed	16002617	FALSE	336782	843133 (336782) 833962	psi-mi
157	843133	AT1G68050		FKF1	Imaizumi T (2005)	pull down	MI:0096	336783	direct interaction	823904	direct interaction	pubmed	16002617	FALSE	336783	843133 (336783) 823904	psi-mi
158	843133	AT1G68050		FKF1	Takase T (2011)	fluorescent resonance energy transfer	MI:0055	533474	direct interaction	816408	direct interaction	pubmed	21518052	FALSE	533474	843133 (533474) 816408	psi-mi
159	843133	AT1G68050		FKF1	Takase T (2011)	two hybrid	MI:0018	533475	direct interaction	816408	direct interaction	pubmed	21518052	FALSE	533475	843133 (533475) 816408	psi-mi
160	843133	AT1G68050		FKF1	Takase T (2011)	two hybrid	MI:0018	533476	direct interaction	835842	direct interaction	pubmed	21518052	FALSE	533476	843133 (533476) 835842	psi-mi
161	843133	AT1G68050		FKF1	Takase T (2011)	pull down	MI:0096	533481	direct interaction	816408	direct interaction	pubmed	21518052	FALSE	533481	843133 (533481) 816408	psi-mi
162	843133	AT1G68050		FKF1	Takase T (2011)	pull down	MI:0096	533482	direct interaction	835842	direct interaction	pubmed	21518052	FALSE	533482	843133 (533482) 835842	psi-mi
163	843133	AT1G68050		FKF1	Sawa M (2007)	two hybrid	MI:0018	265094	direct interaction	834224	direct interaction	pubmed	17872410	FALSE	265094	843133 (265094) 834224	psi-mi
164	843133	AT1G68050		FKF1	Fukamatsu Y (2005)	two hybrid	MI:0018	266293	direct interaction	842081	direct interaction	pubmed	15937324	FALSE	266293	843133 (266293) 842081	psi-mi
165	843133	AT1G68050		FKF1	Takahashi N (2004)	two hybrid	MI:0018	266426	direct interaction	843928	direct interaction	pubmed	14749489	FALSE	266426	843133 (266426) 843928	psi-mi
166	843133	AT1G68050		FKF1	Takahashi N (2004)	two hybrid	MI:0018	266427	direct interaction	834224	direct interaction	pubmed	14749489	FALSE	266427	843133 (266427) 834224	psi-mi
167	843133	AT1G68050		FKF1	Takahashi N (2004)	two hybrid	MI:0018	266428	direct interaction	817111	direct interaction	pubmed	14749489	FALSE	266428	843133 (266428) 817111	psi-mi
168	843133	AT1G68050		FKF1	Takahashi N (2004)	two hybrid	MI:0018	266429	direct interaction	829569	direct interaction	pubmed	14749489	FALSE	266429	843133 (266429) 829569	psi-mi
169	843133	AT1G68050		FKF1	Takahashi N (2004)	two hybrid	MI:0018	266430	direct interaction	829598	direct interaction	pubmed	14749489	FALSE	266430	843133 (266430) 829598	psi-mi
170	843133	AT1G68050		FKF1	Takahashi N (2004)	two hybrid	MI:0018	266431	direct interaction	825171	direct interaction	pubmed	14749489	FALSE	266431	843133 (266431) 825171	psi-mi
171	843133	AT1G68050		FKF1	Baudry A (2010)	two hybrid	MI:0018	435186	direct interaction	832518	direct interaction	pubmed	20354196	FALSE	435186	843133 (435186) 832518	psi-mi
172	843133	AT1G68050		FKF1	Baudry A (2010)	pull down	MI:0096	435189	direct interaction	832518	direct interaction	pubmed	20354196	FALSE	435189	843133 (435189) 832518	psi-mi
173	843133	AT1G68050		FKF1	Baudry A (2010)	affinity chromatography technology	MI:0004	435194	physical association	832518	physical association	pubmed	20354196	FALSE	435194	843133 (435194) 832518	psi-mi
174	843133	AT1G68050		FKF1	Braun P (2011)	two hybrid	MI:0018	597840	direct interaction	843928	direct interaction	pubmed	21798944	FALSE	597840	843133 (597840) 843928	psi-mi
175	843133	AT1G68050		FKF1	Kuroda H (2012)	two hybrid	MI:0018	888954	direct interaction	843928	direct interaction	pubmed	23166809	FALSE	888954	843133 (888954) 843928	psi-mi
176	843133	AT1G68050		FKF1	Kuroda H (2012)	two hybrid	MI:0018	888955	direct interaction	834224	direct interaction	pubmed	23166809	FALSE	888955	843133 (888955) 834224	psi-mi
177	843133	AT1G68050		FKF1	Kuroda H (2012)	two hybrid	MI:0018	888956	direct interaction	829569	direct interaction	pubmed	23166809	FALSE	888956	843133 (888956) 829569	psi-mi
178	843133	AT1G68050		FKF1	Kuroda H (2012)	two hybrid	MI:0018	888957	direct interaction	829598	direct interaction	pubmed	23166809	FALSE	888957	843133 (888957) 829598	psi-mi
179	843133	AT1G68050		FKF1	Kuroda H (2012)	two hybrid	MI:0018	888958	direct interaction	825171	direct interaction	pubmed	23166809	FALSE	888958	843133 (888958) 825171	psi-mi
180	843133	AT1G68050		FKF1	Song YH (2014)	affinity chromatography technology	MI:0004	1241607	physical association	843928	physical association	pubmed	25422419	FALSE	1241607	843133 (1241607) 843928	psi-mi
181	843133	AT1G68050		FKF1	Song YH (2014)	affinity chromatography technology	MI:0004	1241608	physical association	834224	physical association	pubmed	25422419	FALSE	1241608	843133 (1241608) 834224	psi-mi
182	843133	AT1G68050		FKF1	Song YH (2014)	affinity chromatography technology	MI:0004	1241609	physical association	825648	physical association	pubmed	25422419	FALSE	1241609	843133 (1241609) 825648	psi-mi
183	843133	AT1G68050		FKF1	Song YH (2014)	affinity chromatography technology	MI:0004	1241610	physical association	835699	physical association	pubmed	25422419	FALSE	1241610	843133 (1241610) 835699	psi-mi
184	843133	AT1G68050		FKF1	Song YH (2014)	affinity chromatography technology	MI:0004	1241611	physical association	833535	physical association	pubmed	25422419	FALSE	1241611	843133 (1241611) 833535	psi-mi
185	843133	AT1G68050		FKF1	Song YH (2014)	affinity chromatography technology	MI:0004	1241612	physical association	827979	physical association	pubmed	25422419	FALSE	1241612	843133 (1241612) 827979	psi-mi
186	843133	AT1G68050		FKF1	Kang MY (2015)	genetic interference	MI:0254	1528487	suppressive genetic interaction defined by inequality	826609	suppressive genetic interaction defined by inequality	pubmed	25962685	FALSE	1528487	843133 (1528487) 826609	psi-mi
187	817134	AT2G25930		ELF3	Yu JW (2008)	two hybrid	MI:0018	318279	direct interaction	838883	direct interaction	pubmed	19061637	FALSE	318279	817134 (318279) 838883	psi-mi
188	817134	AT2G25930		ELF3	Yu JW (2008)	protein complementation assay	MI:0090	318282	direct interaction	838883	direct interaction	pubmed	19061637	FALSE	318282	817134 (318282) 838883	psi-mi
189	817134	AT2G25930		ELF3	Huang H (2016)	affinity chromatography technology	MI:0004	1507151	physical association	836259	physical association	pubmed	26545401	FALSE	1507151	817134 (1507151) 836259	psi-mi
190	817134	AT2G25930		ELF3	Huang H (2016)	affinity chromatography technology	MI:0004	1507166	physical association	819242	physical association	pubmed	26545401	FALSE	1507166	817134 (1507166) 819242	psi-mi
191	817134	AT2G25930		ELF3	Liu XL (2001)	two hybrid	MI:0018	265132	direct interaction	816394	direct interaction	pubmed	11402161	FALSE	265132	817134 (265132) 816394	psi-mi
192	817134	AT2G25930		ELF3	Soppe WJ (1999)	genetic interference	MI:0254	265685	suppressive genetic interaction defined by inequality	842859	suppressive genetic interaction defined by inequality	pubmed	10518493	FALSE	265685	817134 (265685) 842859	psi-mi
193	817134	AT2G25930		ELF3	Soppe WJ (1999)	genetic interference	MI:0254	265686	suppressive genetic interaction defined by inequality	827904	suppressive genetic interaction defined by inequality	pubmed	10518493	FALSE	265686	817134 (265686) 827904	psi-mi
194	817134	AT2G25930		ELF3	Soppe WJ (1999)	genetic interference	MI:0254	265687	suppressive genetic interaction defined by inequality	827323	suppressive genetic interaction defined by inequality	pubmed	10518493	FALSE	265687	817134 (265687) 827323	psi-mi
195	817134	AT2G25930		ELF3	Soppe WJ (1999)	genetic interference	MI:0254	265688	suppressive genetic interaction defined by inequality	828658	suppressive genetic interaction defined by inequality	pubmed	10518493	FALSE	265688	817134 (265688) 828658	psi-mi
196	817134	AT2G25930		ELF3	Liu XL (2001)	genetic interference	MI:0254	268147	additive genetic interaction defined by inequality	816394	additive genetic interaction defined by inequality	pubmed	11402161	FALSE	268147	817134 (268147) 816394	psi-mi
197	817134	AT2G25930		ELF3	Liu XL (2001)	genetic interference	MI:0254	268149	suppressive genetic interaction defined by inequality	837483	suppressive genetic interaction defined by inequality	pubmed	11402161	FALSE	268149	817134 (268149) 837483	psi-mi
198	817134	AT2G25930		ELF3	Zagotta MT (1996)	genetic interference	MI:0254	268151	additive genetic interaction defined by inequality	820069	additive genetic interaction defined by inequality	pubmed	8893545	FALSE	268151	817134 (268151) 820069	psi-mi
199	817134	AT2G25930		ELF3	Yu JW (2008)	affinity chromatography technology	MI:0004	318277	physical association	817857	physical association	pubmed	19061637	FALSE	318277	817134 (318277) 817857	psi-mi
200	817134	AT2G25930		ELF3	Nieto C (2015)	two hybrid	MI:0018	1173315	direct interaction	818903	direct interaction	pubmed	25557667	FALSE	1173315	817134 (1173315) 818903	psi-mi
201	817134	AT2G25930		ELF3	Nieto C (2015)	fluorescent resonance energy transfer	MI:0055	1173316	direct interaction	818903	direct interaction	pubmed	25557667	FALSE	1173316	817134 (1173316) 818903	psi-mi
202	817134	AT2G25930		ELF3	Nieto C (2015)	affinity chromatography technology	MI:0004	1173317	physical association	818903	physical association	pubmed	25557667	FALSE	1173317	817134 (1173317) 818903	psi-mi
203	817134	AT2G25930		ELF3	Huang H (2016)	affinity chromatography technology	MI:0004	1507147	physical association	818596	physical association	pubmed	26545401	FALSE	1507147	817134 (1507147) 818596	psi-mi
204	817134	AT2G25930		ELF3	Huang H (2016)	affinity chromatography technology	MI:0004	1507148	physical association	823817	physical association	pubmed	26545401	FALSE	1507148	817134 (1507148) 823817	psi-mi
205	817134	AT2G25930		ELF3	Huang H (2016)	affinity chromatography technology	MI:0004	1507149	physical association	836076	physical association	pubmed	26545401	FALSE	1507149	817134 (1507149) 836076	psi-mi
206	817134	AT2G25930		ELF3	Huang H (2016)	affinity chromatography technology	MI:0004	1507150	physical association	821807	physical association	pubmed	26545401	FALSE	1507150	817134 (1507150) 821807	psi-mi
207	817134	AT2G25930		ELF3	Huang H (2016)	affinity chromatography technology	MI:0004	1507153	physical association	837849	physical association	pubmed	26545401	FALSE	1507153	817134 (1507153) 837849	psi-mi
208	817134	AT2G25930		ELF3	Huang H (2016)	affinity chromatography technology	MI:0004	1507155	physical association	843595	physical association	pubmed	26545401	FALSE	1507155	817134 (1507155) 843595	psi-mi
209	817134	AT2G25930		ELF3	Huang H (2016)	affinity chromatography technology	MI:0004	1507156	physical association	815182	physical association	pubmed	26545401	FALSE	1507156	817134 (1507156) 815182	psi-mi
210	817134	AT2G25930		ELF3	Huang H (2016)	affinity chromatography technology	MI:0004	1507157	physical association	838318	physical association	pubmed	26545401	FALSE	1507157	817134 (1507157) 838318	psi-mi
211	817134	AT2G25930		ELF3	Huang H (2016)	affinity chromatography technology	MI:0004	1507158	physical association	837455	physical association	pubmed	26545401	FALSE	1507158	817134 (1507158) 837455	psi-mi
212	817134	AT2G25930		ELF3	Huang H (2016)	affinity chromatography technology	MI:0004	1507160	physical association	816394	physical association	pubmed	26545401	FALSE	1507160	817134 (1507160) 816394	psi-mi
213	817134	AT2G25930		ELF3	Huang H (2016)	affinity chromatography technology	MI:0004	1507161	physical association	833570	physical association	pubmed	26545401	FALSE	1507161	817134 (1507161) 833570	psi-mi
214	817134	AT2G25930		ELF3	Huang H (2016)	affinity chromatography technology	MI:0004	1507162	physical association	827538	physical association	pubmed	26545401	FALSE	1507162	817134 (1507162) 827538	psi-mi
215	817134	AT2G25930		ELF3	Huang H (2016)	affinity chromatography technology	MI:0004	1507163	physical association	827319	physical association	pubmed	26545401	FALSE	1507163	817134 (1507163) 827319	psi-mi
216	817134	AT2G25930		ELF3	Huang H (2016)	affinity chromatography technology	MI:0004	1507164	physical association	837483	physical association	pubmed	26545401	FALSE	1507164	817134 (1507164) 837483	psi-mi
217	817134	AT2G25930		ELF3	Huang H (2016)	affinity chromatography technology	MI:0004	1507165	physical association	817857	physical association	pubmed	26545401	FALSE	1507165	817134 (1507165) 817857	psi-mi
218	817134	AT2G25930		ELF3	Huang H (2016)	affinity chromatography technology	MI:0004	1507167	physical association	826712	physical association	pubmed	26545401	FALSE	1507167	817134 (1507167) 826712	psi-mi
219	817134	AT2G25930		ELF3	Huang H (2016)	affinity chromatography technology	MI:0004	1507168	physical association	820767	physical association	pubmed	26545401	FALSE	1507168	817134 (1507168) 820767	psi-mi
220	817134	AT2G25930		ELF3	Huang H (2016)	affinity chromatography technology	MI:0004	1507169	physical association	836248	physical association	pubmed	26545401	FALSE	1507169	817134 (1507169) 836248	psi-mi
221	817134	AT2G25930		ELF3	Huang H (2016)	affinity chromatography technology	MI:0004	1507170	physical association	834383	physical association	pubmed	26545401	FALSE	1507170	817134 (1507170) 834383	psi-mi
222	817134	AT2G25930		ELF3	Huang H (2016)	affinity chromatography technology	MI:0004	1507171	physical association	816133	physical association	pubmed	26545401	FALSE	1507171	817134 (1507171) 816133	psi-mi
223	817134	AT2G25930		ELF3	Huang H (2016)	affinity chromatography technology	MI:0004	1507172	physical association	830576	physical association	pubmed	26545401	FALSE	1507172	817134 (1507172) 830576	psi-mi
224	817134	AT2G25930		ELF3	Huang H (2016)	affinity chromatography technology	MI:0004	1507173	physical association	3769417	physical association	pubmed	26545401	FALSE	1507173	817134 (1507173) 3769417	psi-mi
225	817134	AT2G25930		ELF3	Huang H (2016)	affinity chromatography technology	MI:0004	1507174	physical association	831937	physical association	pubmed	26545401	FALSE	1507174	817134 (1507174) 831937	psi-mi
226	817134	AT2G25930		ELF3	Huang H (2016)	affinity chromatography technology	MI:0004	1507175	physical association	819551	physical association	pubmed	26545401	FALSE	1507175	817134 (1507175) 819551	psi-mi
227	817134	AT2G25930		ELF3	Huang H (2016)	affinity chromatography technology	MI:0004	1507176	physical association	817118	physical association	pubmed	26545401	FALSE	1507176	817134 (1507176) 817118	psi-mi
228	817134	AT2G25930		ELF3	Huang H (2016)	affinity chromatography technology	MI:0004	1507177	physical association	820572	physical association	pubmed	26545401	FALSE	1507177	817134 (1507177) 820572	psi-mi
229	817134	AT2G25930		ELF3	Huang H (2016)	affinity chromatography technology	MI:0004	1507178	physical association	832185	physical association	pubmed	26545401	FALSE	1507178	817134 (1507178) 832185	psi-mi
230	817134	AT2G25930		ELF3	Huang H (2016)	affinity chromatography technology	MI:0004	1507179	physical association	841122	physical association	pubmed	26545401	FALSE	1507179	817134 (1507179) 841122	psi-mi
231	817134	AT2G25930		ELF3	Huang H (2016)	affinity chromatography technology	MI:0004	1507180	physical association	838388	physical association	pubmed	26545401	FALSE	1507180	817134 (1507180) 838388	psi-mi
232	817134	AT2G25930		ELF3	Kang MY (2015)	fluorescent resonance energy transfer	MI:0055	1528493	direct interaction	818596	direct interaction	pubmed	25962685	FALSE	1528493	817134 (1528493) 818596	psi-mi
233	817134	AT2G25930		ELF3	Choudhary MK (2015)	affinity chromatography technology	MI:0004	2200945	physical association	818596	physical association	pubmed	26091701	FALSE	2200945	817134 (2200945) 818596	psi-mi
234	819296	AT2G46830		CCA1	Sugano S (1998)	pull down	MI:0096	265107	direct interaction	836873	direct interaction	pubmed	9724822	FALSE	265107	819296 (265107) 836873	psi-mi
235	819296	AT2G46830		CCA1	Ding Z (2007)	genetic interference	MI:0254	265115	additive genetic interaction defined by inequality	839341	additive genetic interaction defined by inequality	pubmed	17483414	FALSE	265115	819296 (265115) 839341	psi-mi
236	819296	AT2G46830		CCA1	Niwa Y (2007)	genetic interference	MI:0254	265691	additive genetic interaction defined by inequality	839341	additive genetic interaction defined by inequality	pubmed	17540692	FALSE	265691	819296 (265691) 839341	psi-mi
237	819296	AT2G46830		CCA1	Ito S (2007)	genetic interference	MI:0254	265698	additive genetic interaction defined by inequality	839341	additive genetic interaction defined by inequality	pubmed	17519251	FALSE	265698	819296 (265698) 839341	psi-mi
238	819296	AT2G46830		CCA1	Nakamichi N (2007)	genetic interference	MI:0254	265712	additive genetic interaction defined by inequality	839341	additive genetic interaction defined by inequality	pubmed	17504813	FALSE	265712	819296 (265712) 839341	psi-mi
239	819296	AT2G46830		CCA1	Lu SX (2009)	genetic interference	MI:0254	1521040	synthetic genetic interaction defined by inequality	839341	synthetic genetic interaction defined by inequality	pubmed	19218364	FALSE	1521040	819296 (1521040) 839341	psi-mi
240	819296	AT2G46830		CCA1	Lu SX (2009)	pull down	MI:0096	1521041	direct interaction	839341	direct interaction	pubmed	19218364	FALSE	1521041	819296 (1521041) 839341	psi-mi
241	819296	AT2G46830		CCA1	Seo PJ (2012)	protein complementation assay	MI:0090	666027	direct interaction	839341	direct interaction	pubmed	22715042	FALSE	666027	819296 (666027) 839341	psi-mi
242	819296	AT2G46830		CCA1	Ding Z (2007)	genetic interference	MI:0254	265117	suppressive genetic interaction defined by inequality	836259	suppressive genetic interaction defined by inequality	pubmed	17483414	FALSE	265117	819296 (265117) 836259	psi-mi
243	819296	AT2G46830		CCA1	Ding Z (2007)	genetic interference	MI:0254	265118	additive genetic interaction defined by inequality	836259	additive genetic interaction defined by inequality	pubmed	17483414	FALSE	265118	819296 (265118) 836259	psi-mi
244	819296	AT2G46830		CCA1	Niwa Y (2007)	genetic interference	MI:0254	265693	suppressive genetic interaction defined by inequality	836259	suppressive genetic interaction defined by inequality	pubmed	17540692	FALSE	265693	819296 (265693) 836259	psi-mi
245	819296	AT2G46830		CCA1	Niwa Y (2007)	genetic interference	MI:0254	265696	additive genetic interaction defined by inequality	836259	additive genetic interaction defined by inequality	pubmed	17540692	FALSE	265696	819296 (265696) 836259	psi-mi
246	819296	AT2G46830		CCA1	Ito S (2007)	genetic interference	MI:0254	265699	suppressive genetic interaction defined by inequality	836259	suppressive genetic interaction defined by inequality	pubmed	17519251	FALSE	265699	819296 (265699) 836259	psi-mi
247	828747	AT4G26410		RHIP1	Klopffleisch K (2011)	two hybrid	MI:0018	600550	direct interaction	836873	direct interaction	pubmed	21952135	FALSE	600550	828747 (600550) 836873	psi-mi
248	822207	AT3G26090		RGS1	Klopffleisch K (2011)	two hybrid	MI:0018	600676	direct interaction	836873	direct interaction	pubmed	21952135	FALSE	600676	822207 (600676) 836873	psi-mi
249	839348	AT1G05000		PFA-DSP1	Klopffleisch K (2011)	two hybrid	MI:0018	600899	direct interaction	836873	direct interaction	pubmed	21952135	FALSE	600899	839348 (600899) 836873	psi-mi
250	831899	AT5G03240		UBQ3	Kim DY (2013)	affinity chromatography technology	MI:0004	888688	physical association	836873	physical association	pubmed	23667124	FALSE	888688	831899 (888688) 836873	psi-mi
251	831899	AT5G03240		UBQ3	Manzano C (2008)	affinity chromatography technology	MI:0004	617273	physical association	838883	physical association	pubmed	18535787	FALSE	617273	831899 (617273) 838883	psi-mi
252	831899	AT5G03240		UBQ3	Manzano C (2008)	affinity chromatography technology	MI:0004	617424	physical association	843133	physical association	pubmed	18535787	FALSE	617424	831899 (617424) 843133	psi-mi
253	840349	AT1G34470		ENOR3L5	Jones AM (2014)	protein complementation assay	MI:0090	1244210	direct interaction	836873	direct interaction	pubmed	24833385	FALSE	1244210	840349 (1244210) 836873	psi-mi
254	835842	AT5G57360		ZTL	Jarillo JA (2001)	two hybrid	MI:0018	266541	direct interaction	826470	direct interaction	pubmed	11260718	FALSE	266541	835842 (266541) 826470	psi-mi
255	835842	AT5G57360		ZTL	Jarillo JA (2001)	pull down	MI:0096	266543	direct interaction	826470	direct interaction	pubmed	11260718	FALSE	266543	835842 (266543) 826470	psi-mi
256	835842	AT5G57360		ZTL	Kim WY (2007)	pull down	MI:0096	265039	direct interaction	838883	direct interaction	pubmed	17704763	FALSE	265039	835842 (265039) 838883	psi-mi
257	835842	AT5G57360		ZTL	Kim WY (2007)	two hybrid	MI:0018	265044	direct interaction	838883	direct interaction	pubmed	17704763	FALSE	265044	835842 (265044) 838883	psi-mi
258	835842	AT5G57360		ZTL	Takase T (2011)	two hybrid	MI:0018	533478	direct interaction	843133	direct interaction	pubmed	21518052	FALSE	533478	835842 (533478) 843133	psi-mi
259	835842	AT5G57360		ZTL	Takase T (2011)	affinity chromatography technology	MI:0004	533480	physical association	843133	physical association	pubmed	21518052	FALSE	533480	835842 (533480) 843133	psi-mi
260	835842	AT5G57360		ZTL	Kim WY (2005)	genetic interference	MI:0254	268145	suppressive genetic interaction defined by inequality	817134	suppressive genetic interaction defined by inequality	pubmed	16258016	FALSE	268145	835842 (268145) 817134	psi-mi
261	835842	AT5G57360		ZTL	Kim WY (2007)	affinity chromatography technology	MI:0004	265047	physical association	836259	physical association	pubmed	17704763	FALSE	265047	835842 (265047) 836259	psi-mi
262	835842	AT5G57360		ZTL	Mas P (2003)	affinity chromatography technology	MI:0004	265071	physical association	836259	physical association	pubmed	14654842	FALSE	265071	835842 (265071) 836259	psi-mi
263	835842	AT5G57360		ZTL	Baudry A (2010)	pull down	MI:0096	435190	direct interaction	836259	direct interaction	pubmed	20354196	FALSE	435190	835842 (435190) 836259	psi-mi
264	835842	AT5G57360		ZTL	Fujiwara S (2008)	pull down	MI:0096	296942	direct interaction	836259	direct interaction	pubmed	18562312	FALSE	296942	835842 (296942) 836259	psi-mi
265	837483	AT1G09570		PHYA	Ahmad M (1998)	two hybrid	MI:0018	268483	direct interaction	826470	direct interaction	pubmed	9651577	FALSE	268483	837483 (268483) 826470	psi-mi
266	837483	AT1G09570		PHYA	Sheerin DJ (2015)	two hybrid	MI:0018	1115928	direct interaction	819242	direct interaction	pubmed	25627066	FALSE	1115928	837483 (1115928) 819242	psi-mi
267	837483	AT1G09570		PHYA	Sheerin DJ (2015)	fluorescent resonance energy transfer	MI:0055	1115931	direct interaction	819242	direct interaction	pubmed	25627066	FALSE	1115931	837483 (1115931) 819242	psi-mi
268	817857	AT2G32950	6.3.2.19	COP1	Chen X (2008)	two hybrid	MI:0018	271873	direct interaction	826470	direct interaction	pubmed	18252844	FALSE	271873	817857 (271873) 826470	psi-mi
269	817857	AT2G32950	6.3.2.19	COP1	Liu Y (2014)	imaging technique	MI:0428	1104539	colocalization	826470	colocalization	pubmed	24554768	FALSE	1104539	817857 (1104539) 826470	psi-mi
270	817857	AT2G32950	6.3.2.19	COP1	Wang H (2001)	two hybrid	MI:0018	332627	direct interaction	839529	direct interaction	pubmed	11509693	FALSE	332627	817857 (332627) 839529	psi-mi
271	817857	AT2G32950	6.3.2.19	COP1	Liu Y (2014)	imaging technique	MI:0428	1104540	colocalization	839529	colocalization	pubmed	24554768	FALSE	1104540	817857 (1104540) 839529	psi-mi
272	817857	AT2G32950	6.3.2.19	COP1	Yu JW (2008)	protein complementation assay	MI:0090	318281	direct interaction	838883	direct interaction	pubmed	19061637	FALSE	318281	817857 (318281) 838883	psi-mi
273	817857	AT2G32950	6.3.2.19	COP1	Yu JW (2008)	two hybrid	MI:0018	318275	direct interaction	817134	direct interaction	pubmed	19061637	FALSE	318275	817857 (318275) 817134	psi-mi
274	817857	AT2G32950	6.3.2.19	COP1	Yu JW (2008)	affinity chromatography technology	MI:0004	318276	physical association	817134	physical association	pubmed	19061637	FALSE	318276	817857 (318276) 817134	psi-mi
275	817857	AT2G32950	6.3.2.19	COP1	Yu JW (2008)	enzymatic study	MI:0415	318278	direct interaction	817134	direct interaction	pubmed	19061637	FALSE	318278	817857 (318278) 817134	psi-mi
276	817857	AT2G32950	6.3.2.19	COP1	Yu JW (2008)	protein complementation assay	MI:0090	318280	direct interaction	817134	direct interaction	pubmed	19061637	FALSE	318280	817857 (318280) 817134	psi-mi
277	817857	AT2G32950	6.3.2.19	COP1	Hoecker U (2001)	two hybrid	MI:0018	268652	direct interaction	819242	direct interaction	pubmed	11461903	FALSE	268652	817857 (268652) 819242	psi-mi
278	817857	AT2G32950	6.3.2.19	COP1	Hoecker U (2001)	pull down	MI:0096	268654	direct interaction	819242	direct interaction	pubmed	11461903	FALSE	268654	817857 (268654) 819242	psi-mi
279	817857	AT2G32950	6.3.2.19	COP1	Saijo Y (2008)	affinity chromatography technology	MI:0004	289212	physical association	819242	physical association	pubmed	18722184	FALSE	289212	817857 (289212) 819242	psi-mi
280	817857	AT2G32950	6.3.2.19	COP1	Zhu D (2008)	affinity chromatography technology	MI:0004	299896	physical association	819242	physical association	pubmed	18812498	FALSE	299896	817857 (299896) 819242	psi-mi
281	817857	AT2G32950	6.3.2.19	COP1	Huang X (2013)	affinity chromatography technology	MI:0004	906236	physical association	819242	physical association	pubmed	24067658	FALSE	906236	817857 (906236) 819242	psi-mi
282	817857	AT2G32950	6.3.2.19	COP1	Gong W (2008)	pull down	MI:0096	1111267	direct interaction	819242	direct interaction	pubmed	19802365	FALSE	1111267	817857 (1111267) 819242	psi-mi
283	817857	AT2G32950	6.3.2.19	COP1	Lu XD (2015)	two hybrid	MI:0018	1241682	direct interaction	819242	direct interaction	pubmed	25744387	FALSE	1241682	817857 (1241682) 819242	psi-mi
284	816394	AT2G18790		HY3	Hughes RM (2012)	two hybrid	MI:0018	657510	direct interaction	826470	direct interaction	pubmed	22577138	FALSE	657510	816394 (657510) 826470	psi-mi
285	816394	AT2G18790		HY3	Mas P (2000)	affinity chromatography technology	MI:0004	268302	physical association	839529	physical association	pubmed	11089975	FALSE	268302	816394 (268302) 839529	psi-mi
286	816394	AT2G18790		HY3	Mas P (2000)	fluorescent resonance energy transfer	MI:0055	268303	direct interaction	839529	direct interaction	pubmed	11089975	FALSE	268303	816394 (268303) 839529	psi-mi
287	816394	AT2G18790		HY3	Liu XL (2001)	pull down	MI:0096	265133	direct interaction	817134	direct interaction	pubmed	11402161	FALSE	265133	816394 (265133) 817134	psi-mi
