xid	tdid	identity	evalue	specie
Brahy.S08G0007300	TRIDC6BG038270	75	0	bhs
Brahy.D02G0037000	TRIDC3AG006180	91.982	0	bhd
Brahy.S01G0418100	TRIDC3AG005380	90.476	0	bhs
Brahy.S01G0343200	TRIDC3BG025460	81.344	0	bhs
HORVU4Hr1G053180	TRIDC4AG016880	97.015	0	hv
Brahy.D02G0037300	TRIDC6BG023860	73.815	0	bhd
HORVU3Hr1G093370	TRIDC3BG067670	89.415	0	hv
HORVU5Hr1G000170	TRIDC5AG000680	94.754	0	hv
HORVU4Hr1G052220	TRIDC4BG034510	88.056	0	hv
Brahy.S01G0136800	TRIDC3AG045540	73.827	0	bhs
Brahy.S01G0098500	TRIDC3AG051660	78.547	0	bhs
HORVU3Hr1G113560	TRIDC3BG084800	92.581	0	hv
Brahy.S01G0075600	TRIDC3BG061870	79.365	0	bhs
Brahy.S01G0285100	TRIDC3BG027000	77.225	0	bhs
Brahy.S01G0026400	TRIDC3BG077390	84.411	0	bhs
Brahy.S01G0076000	TRIDC3BG061790	86.111	0	bhs
HORVU4Hr1G061080	TRIDC4BG038160	96.066	0	hv
Brahy.S01G0413000	TRIDC3BG006320	90.893	0	bhs
Brahy.S01G0284700	TRIDC6AG038200	95.202	0	bhs
HORVU4Hr1G083210	TRIDC5AG070200	97.576	0	hv
Brahy.D02G0178700	TRIDC1AG039560	54.138	0	bhd
Brahy.S01G0198500	TRIDC6BG034390	63.119	0	bhs
Brahy.S01G0199700	TRIDC3BG045630	86.087	0	bhs
HORVU4Hr1G005900	TRIDC4BG006080	96.154	0	hv
Brahy.S08G0078300	TRIDC1AG046720	92.083	0	bhs
Brahy.S08G0092800	TRIDC1BG050020	84.845	0	bhs
Brahy.S08G0063700	TRIDC1AG049760	80.921	0	bhs
Brahy.S01G0077500	TRIDC1BG045600	83.658	0	bhs
Brahy.S01G0395000	TRIDC3AG010210	87.55	0	bhs
Brahy.S01G0104600	TRIDC3BG057090	79.884	0	bhs
Brahy.D02G0734400	TRIDC1AG041850	74.795	0	bhd
Brahy.S01G0448500	TRIDC2BG046150	68.251	0	bhs
HORVU3Hr1G087970	TRIDC3BG056550	94.836	0	hv
HORVU4Hr1G087120	TRIDC4BG060640	90.448	0	hv
Brahy.S01G0385800	TRIDC3AG010800	90.428	0	bhs
HORVU4Hr1G006450	TRIDC6AG017470	66.505	0	hv
Brahy.S01G0294200	TRIDC3BG031500	82.524	0	bhs
Brahy.S01G0186300	TRIDC1BG062150	80.838	0	bhs
HORVU4Hr1G085140	TRIDC5AG073760	93.269	0	hv
Brahy.S08G0067500	TRIDC3AG053160	79.748	0	bhs
Brahy.S08G0262100	TRIDC1BG003930	82.025	0	bhs
HORVU4Hr1G014840	TRIDC4BG013510	89.783	0	hv
HORVU3Hr1G090190	TRIDC3BG064290	84.431	0	hv
HORVU5Hr1G024590	TRIDC5AG015260	92.157	0	hv
Brahy.S01G0316600	TRIDC3AG025480	83.828	0	bhs
Brahy.S01G0180400	TRIDC3BG042480	87.828	0	bhs
Brahy.S01G0013300	TRIDC3BG083850	87.118	0	bhs
Brahy.S01G0200500	TRIDC1BG059980	70.421	0	bhs
Brahy.D02G0656600	TRIDC3BG046760	65.745	0	bhd
Brahy.S01G0407400	TRIDC3BG008240	72.07	0	bhs
Brahy.S01G0278700	TRIDC7AG057810	84.48	0	bhs
Brahy.S01G0042600	TRIDC5AG044370	82.424	0	bhs
Brahy.S01G0025200	TRIDC4AG044470	98.734	0	bhs
HORVU5Hr1G017550	TRIDC5AG010060	95.928	0	hv
Brahy.S01G0102900	TRIDC4BG036050	62.032	0	bhs
Brahy.S01G0090500	TRIDC3BG059700	87.168	0	bhs
HORVU4Hr1G067940	TRIDC4AG007980	93.569	0	hv
Brahy.S01G0120700	TRIDC3AG048060	91.115	0	bhs
HORVU4Hr1G012460	TRIDC5BG044380	94.343	0	hv
Brahy.S01G0375400	TRIDC1BG021130	58.687	0	bhs
Brahy.S01G0191000	TRIDC3BG044390	83.234	0	bhs
Brahy.S01G0392000	TRIDC3BG016180	86.28	0	bhs
Brahy.S01G0326100	TRIDC7BG048590	56.685	0	bhs
Brahy.S01G0049000	TRIDC3BG067780	89.556	0	bhs
Brahy.S01G0433600	TRIDC1AG015140	71.021	0	bhs
Brahy.S08G0015800	TRIDC6AG025690	70.543	0	bhs
HORVU4Hr1G075810	TRIDC4BG049740	93.363	0	hv
HORVU4Hr1G052920	TRIDC4AG016730	94.634	0	hv
HORVU4Hr1G013750	TRIDC2AG064480	89.56	0	hv
Brahy.S01G0051100	TRIDC2BG042900	71.239	0	bhs
Brahy.S08G0179600	TRIDC1BG025110	78.366	0	bhs
Brahy.S01G0108800	TRIDC3BG056310	77.816	0	bhs
Brahy.S01G0175600	TRIDC3AG036320	93.584	0	bhs
HORVU4Hr1G007400	TRIDC4AG041900	97.601	0	hv
Brahy.S08G0014000	TRIDC3BG038930	87.898	0	bhs
HORVU4Hr1G006790	TRIDC4BG006670	84.758	0	hv
Brahy.S01G0049300	TRIDC3BG067760	88.773	0	bhs
Brahy.S01G0061300	TRIDC3BG062950	70.485	0	bhs
HORVU5Hr1G022730	TRIDC5BG015490	91.35	0	hv
Brahy.S01G0023700	TRIDC3BG078500	88.999	0	bhs
Brahy.S01G0310200	TRIDC1BG074640	73.391	0	bhs
HORVU3Hr1G097450	TRIDC5AG053050	79.352	0	hv
HORVU4Hr1G073290	TRIDC4AG004070	96.154	0	hv
HORVU4Hr1G033170	TRIDC4AG026360	96.894	0	hv
Brahy.S01G0354000	TRIDC3AG018680	77.722	0	bhs
Brahy.S01G0252200	TRIDC3BG032790	84.055	0	bhs
Brahy.S01G0373700	TRIDC7BG042090	62.584	0	bhs
HORVU3Hr1G090080	TRIDC1BG043500	89.587	0	hv
Brahy.S01G0176600	TRIDC3AG037170	85.877	0	bhs
HORVU4Hr1G009230	TRIDC4BG008300	84.31	0	hv
Brahy.S01G0023600	TRIDC5BG047980	92.633	0	bhs
Brahy.S01G0367400	TRIDC3AG059140	71.462	0	bhs
Brahy.D02G0265400	TRIDC3AG003690	69.915	0	bhd
Brahy.S01G0111600	TRIDC3BG055880	90.533	0	bhs
Brahy.S01G0429600	TRIDC1BG000540	64.465	0	bhs
Brahy.S01G0044100	TRIDC3BG069120	91.806	0	bhs
HORVU4Hr1G002970	TRIDC4BG003350	84.457	0	hv
Brahy.S08G0013200	TRIDC3BG030600	61.044	0	bhs
Brahy.S01G0420900	TRIDC3BG003300	87.719	0	bhs
HORVU4Hr1G062120	TRIDC4AG011490	93.04	0	hv
Brahy.S01G0344300	TRIDC3AG020840	80.441	0	bhs
Brahy.S01G0128200	TRIDC3BG053250	74.946	0	bhs
Brahy.S01G0362200	TRIDC1BG021870	62.553	0	bhs
Brahy.S01G0184800	TRIDC2BG000870	82.288	0	bhs
HORVU5Hr1G023140	TRIDC5AG013660	95.308	0	hv
HORVU4Hr1G025220	TRIDC3BG061930	97.037	0	hv
Brahy.D02G0583100	TRIDC3AG033210	88.835	0	bhd
Brahy.S01G0051000	TRIDC3BG067620	77.912	0	bhs
Brahy.S01G0112600	TRIDC3BG055710	91.99	0	bhs
Brahy.S01G0443100	TRIDC3AG030570	95.912	0	bhs
HORVU3Hr1G112960	TRIDC3BG084110	66.745	0	hv
HORVU4Hr1G032070	TRIDC4AG027290	94.243	0	hv
Brahy.S01G0369600	TRIDC3AG013030	77.403	0	bhs
Brahy.S01G0363100	TRIDC3AG017370	54.372	0	bhs
Brahy.S01G0016700	TRIDC3BG081070	82.963	0	bhs
Brahy.S01G0066600	TRIDC5BG042320	72.421	0	bhs
HORVU4Hr1G023430	TRIDC3AG000530	57.111	0	hv
HORVU4Hr1G002250	TRIDC4BG002480	87.417	0	hv
Brahy.S01G0102100	TRIDC2AG073480	70.685	0	bhs
HORVU3Hr1G082010	TRIDC3BG061750	98.133	0	hv
Brahy.S01G0109100	TRIDC3BG056240	83.442	0	bhs
Brahy.S08G0016500	TRIDC1BG069520	92.734	0	bhs
HORVU4Hr1G034110	TRIDC4BG025620	90.513	0	hv
Brahy.S01G0271600	TRIDC4AG032740	85.942	0	bhs
Brahy.S01G0074100	TRIDC3BG062080	86.099	0	bhs
HORVU4Hr1G090030	TRIDC4BG062730	97.649	0	hv
Brahy.S01G0240100	TRIDC3AG032080	95.041	0	bhs
HORVU4Hr1G014230	TRIDC4BG012710	81.796	0	hv
HORVU3Hr1G108150	TRIDC3AG069670	89.425	0	hv
HORVU4Hr1G006300	TRIDC5AG000280	92.613	0	hv
Brahy.S01G0060200	TRIDC3BG062810	84.639	0	bhs
Brahy.S01G0162500	TRIDC3BG046450	87.153	0	bhs
HORVU3Hr1G098990	TRIDC3BG073800	89.67	0	hv
Brahy.S01G0219000	TRIDC1BG004350	81.899	0	bhs
HORVU4Hr1G088210	TRIDC4BG062220	90.099	0	hv
Brahy.S01G0193600	TRIDC3BG044780	86.676	0	bhs
Brahy.S01G0428000	TRIDC3AG002730	86.216	0	bhs
Brahy.D02G0025100	TRIDC3BG005650	86.582	0	bhd
Brahy.S01G0155900	TRIDC3AG042700	92.638	0	bhs
HORVU4Hr1G028370	TRIDC7BG011360	61.29	0	hv
HORVU4Hr1G020790	TRIDC4AG031970	94.199	0	hv
Brahy.S01G0333900	TRIDC3AG022910	85.178	0	bhs
Brahy.S01G0041000	TRIDC2AG041840	86.34	0	bhs
HORVU4Hr1G017350	TRIDC4AG034670	80.376	0	hv
Brahy.S08G0077300	TRIDC1BG053220	83.724	0	bhs
Brahy.S08G0225900	TRIDC1BG016110	58.391	0	bhs
Brahy.S01G0113600	TRIDC4AG018450	64.169	0	bhs
HORVU4Hr1G007520	TRIDC4BG062010	88.342	0	hv
HORVU4Hr1G043890	TRIDC4BG015750	92.22	0	hv
Brahy.S01G0212400	TRIDC3AG035190	90.107	0	bhs
HORVU4Hr1G061120	TRIDC4AG012260	97.209	0	hv
Brahy.S01G0329700	TRIDC3BG027790	92.366	0	bhs
Brahy.S01G0336500	TRIDC3BG026520	82.526	0	bhs
Brahy.S01G0338100	TRIDC3BG025950	66.605	0	bhs
Brahy.S01G0209700	TRIDC3BG027260	83.455	0	bhs
Brahy.D02G0666500	TRIDC3BG045680	83.54	0	bhd
HORVU3Hr1G082880	TRIDC3AG054630	83.571	0	hv
HORVU4Hr1G004030	TRIDC2BG061220	56.805	0	hv
Brahy.S01G0277300	TRIDC1AG022790	87.644	0	bhs
Brahy.S01G0263700	TRIDC3AG027390	89.875	0	bhs
Brahy.S01G0164600	TRIDC3BG046760	66.383	0	bhs
Brahy.S08G0114300	TRIDC1AG040540	87.387	0	bhs
HORVU3Hr1G110330	TRIDC3BG080940	84.542	0	hv
HORVU4Hr1G052340	TRIDC4BG034420	97.592	0	hv
Brahy.S01G0098000	TRIDC3BG058470	89.336	0	bhs
HORVU4Hr1G049680	TRIDC4AG022420	94.475	0	hv
HORVU3Hr1G092200	TRIDC3BG065940	90.112	0	hv
Brahy.S01G0022000	TRIDC3BG079100	78.481	0	bhs
Brahy.S01G0353000	TRIDC3AG035470	53.753	0	bhs
HORVU3Hr1G109160	TRIDC3BG079720	91.863	0	hv
HORVU3Hr1G086500	TRIDC3BG058180	99.08	0	hv
HORVU3Hr1G097230	TRIDC3BG071370	97.731	0	hv
Brahy.D02G0029400	TRIDC7AG053950	84.749	0	bhd
HORVU4Hr1G023030	TRIDC4AG030890	88.73	0	hv
Brahy.D02G0803800	TRIDC3BG065490	75.146	0	bhd
Brahy.S01G0077700	TRIDC3BG061560	72.08	0	bhs
HORVU4Hr1G004750	TRIDC4BG005140	97.884	0	hv
Brahy.S08G0195700	TRIDC1AG017640	76.162	0	bhs
Brahy.S01G0283100	TRIDC2AG062790	80.233	0	bhs
Brahy.S01G0375800	TRIDC3AG014370	84.384	0	bhs
HORVU5Hr1G018400	TRIDC5BG012440	97.67	0	hv
HORVU4Hr1G020190	TRIDC4BG017440	93.75	0	hv
HORVU4Hr1G038060	TRIDC4AG023800	98.71	0	hv
HORVU3Hr1G085830	TRIDC3AG052360	99.11	0	hv
HORVU4Hr1G063730	TRIDC4AG010510	95.556	0	hv
Brahy.S01G0439800	TRIDC4BG045790	89.335	0	bhs
Brahy.S01G0170200	TRIDC7AG049750	68.169	0	bhs
Brahy.S01G0158400	TRIDC3BG045930	81.264	0	bhs
Brahy.S01G0184600	TRIDC3BG043560	85.532	0	bhs
Brahy.S01G0106700	TRIDC3BG056640	95.956	0	bhs
HORVU4Hr1G046380	TRIDC4AG020080	94.99	0	hv
HORVU4Hr1G059220	TRIDC4BG037000	97.701	0	hv
HORVU3Hr1G087190	TRIDC7BG042550	89.119	0	hv
HORVU3Hr1G116010	TRIDC3BG086580	95.187	0	hv
Brahy.S01G0074700	TRIDC2BG010450	82.5	0	bhs
Brahy.S01G0172200	TRIDC2AG004770	57.396	0	bhs
Brahy.S01G0402700	TRIDC6BG055350	62.226	0	bhs
Brahy.S01G0395500	TRIDC3BG013750	80.952	0	bhs
HORVU4Hr1G041610	TRIDC4BG029000	97.342	0	hv
Brahy.S01G0392300	TRIDC3BG016350	83.843	0	bhs
HORVU4Hr1G071050	TRIDC4BG045610	95.861	0	hv
Brahy.S01G0286700	TRIDC4AG034290	46.481	0	bhs
Brahy.S01G0080000	TRIDC7BG017990	34.619	0	bhs
HORVU3Hr1G109800	TRIDC4AG038790	85.241	0	hv
HORVU3Hr1G090220	TRIDC3BG064240	68.465	0	hv
HORVU4Hr1G015550	TRIDC4BG014120	95.308	0	hv
HORVU4Hr1G007170	TRIDC4BG006930	92.843	0	hv
HORVU4Hr1G011370	TRIDC4BG010480	95.905	0	hv
Brahy.S01G0243400	TRIDC3AG031970	87.97	0	bhs
HORVU4Hr1G069920	TRIDC4AG006540	86.229	0	hv
HORVU3Hr1G084750	TRIDC3BG059710	96.963	0	hv
Brahy.S01G0102400	TRIDC3BG057650	91.185	0	bhs
Brahy.S01G0223900	TRIDC6BG065900	76.326	0	bhs
Brahy.S01G0448900	TRIDC3AG031100	66.513	0	bhs
HORVU4Hr1G027030	TRIDC4AG028710	97.638	0	hv
HORVU3Hr1G091850	TRIDC3BG065640	95.404	0	hv
HORVU4Hr1G072280	TRIDC4BG046720	93.438	0	hv
Brahy.S01G0310400	TRIDC7AG065860	80.762	0	bhs
HORVU3Hr1G091210	TRIDC3BG065000	91.349	0	hv
HORVU4Hr1G015020	TRIDC4BG013640	96.008	0	hv
HORVU4Hr1G021040	TRIDC4BG017850	96.711	0	hv
Brahy.S01G0040300	TRIDC3AG062440	72.23	0	bhs
HORVU4Hr1G007850	TRIDC4AG041600	99.1	0	hv
HORVU4Hr1G057330	TRIDC4AG014360	96.774	0	hv
HORVU4Hr1G044260	TRIDC4BG025710	96.992	0	hv
Brahy.S08G0040900	TRIDC3BG042990	67.576	0	bhs
HORVU4Hr1G031740	TRIDC4BG024520	92.593	0	hv
Brahy.S01G0358500	TRIDC3BG071370	92	0	bhs
Brahy.S01G0377200	TRIDC3BG019140	83.768	0	bhs
Brahy.S01G0446000	TRIDC3AG030860	93.313	0	bhs
HORVU4Hr1G046480	TRIDC4BG029320	96.175	0	hv
Brahy.S01G0270800	TRIDC6AG058220	40.8	0	bhs
Brahy.S08G0080400	TRIDC3BG053930	77.4	0	bhs
HORVU3Hr1G109590	TRIDC3BG080190	87.283	0	hv
Brahy.S01G0056800	TRIDC3AG058710	82.051	0	bhs
Brahy.S01G0422300	TRIDC6BG018440	82.682	0	bhs
Brahy.S01G0394200	TRIDC5BG023690	85.174	0	bhs
HORVU4Hr1G050520	TRIDC4AG018800	89.127	0	hv
HORVU4Hr1G005770	TRIDC5BG017440	50.757	0	hv
HORVU4Hr1G002070	TRIDC4BG002220	91.667	0	hv
Brahy.S01G0249500	TRIDC3BG036040	88.358	0	bhs
HORVU4Hr1G053900	TRIDC4AG017140	97.824	0	hv
HORVU4Hr1G076010	TRIDC4AG001650	90.795	0	hv
Brahy.S01G0226900	TRIDC3BG038210	94.497	0	bhs
Brahy.S01G0122600	TRIDC3BG053950	70.955	0	bhs
HORVU4Hr1G072300	TRIDC4BG046850	94.231	0	hv
HORVU3Hr1G081930	TRIDC3BG061800	91.071	0	hv
Brahy.S01G0276200	TRIDC4BG019410	86.102	0	bhs
Brahy.S01G0005400	TRIDC3BG086670	88.313	0	bhs
Brahy.S01G0289200	TRIDC2BG009910	79.73	0	bhs
Brahy.S01G0058000	TRIDC3AG055720	93.017	0	bhs
Brahy.S01G0384100	TRIDC3AG016100	91.318	0	bhs
HORVU4Hr1G061490	TRIDC4AG012010	94.138	0	hv
HORVU4Hr1G024210	TRIDC4BG019250	93.53	0	hv
HORVU4Hr1G002870	TRIDC4BG003290	95.455	0	hv
HORVU4Hr1G007610	TRIDC4BG007380	97.222	0	hv
Brahy.S01G0044200	TRIDC3BG069110	75.601	0	bhs
HORVU3Hr1G097120	TRIDC3BG071290	85.393	0	hv
Brahy.S01G0379000	TRIDC3AG014800	97.315	0	bhs
HORVU3Hr1G096160	TRIDC3BG069920	94.502	0	hv
HORVU4Hr1G025070	TRIDC4BG021070	90.551	0	hv
Brahy.S01G0069600	TRIDC3BG064620	90.291	0	bhs
Brahy.S01G0223400	TRIDC3BG038480	80.41	0	bhs
Brahy.S01G0389900	TRIDC3AG011680	70.143	0	bhs
Brahy.S08G0003500	TRIDC1AG064890	95.957	0	bhs
Brahy.S01G0338400	TRIDC6BG007480	47.222	0	bhs
Brahy.S01G0177900	TRIDC3AG037350	88.424	0	bhs
HORVU3Hr1G098260	TRIDC3BG072560	99.831	0	hv
Brahy.S01G0422400	TRIDC3BG003700	57.407	0	bhs
HORVU4Hr1G012540	TRIDC4BG011640	93.899	0	hv
HORVU4Hr1G056000	TRIDC4BG033640	95.873	0	hv
HORVU3Hr1G113450	TRIDC3BG084580	89.506	0	hv
Brahy.S01G0051500	TRIDC3BG014640	75.284	0	bhs
HORVU3Hr1G093190	TRIDC3BG067030	94.81	0	hv
HORVU3Hr1G097140	TRIDC3BG071240	91.292	0	hv
Brahy.S01G0412400	TRIDC3BG006250	75.964	0	bhs
Brahy.S01G0345800	TRIDC3AG020640	69.2	0	bhs
Brahy.S01G0296100	TRIDC1AG010700	83.619	0	bhs
HORVU4Hr1G059010	TRIDC4BG036730	87.82	0	hv
Brahy.S01G0006900	TRIDC3AG074760	87.532	0	bhs
Brahy.S01G0063200	TRIDC5BG049390	63.747	0	bhs
HORVU3Hr1G113530	TRIDC3BG084810	91.716	0	hv
Brahy.S08G0223100	TRIDC1AG014810	91.608	0	bhs
Brahy.S01G0105300	TRIDC3AG050620	83.29	0	bhs
Brahy.S08G0250200	TRIDC1BG011700	70.609	0	bhs
HORVU3Hr1G091320	TRIDC2BG043620	67.671	0	hv
HORVU5Hr1G019030	TRIDC5BG012770	96.399	0	hv
HORVU4Hr1G003270	TRIDC4AG044990	73.81	0	hv
Brahy.S01G0350100	TRIDC3BG024960	71.268	0	bhs
Brahy.S01G0393800	TRIDC7BG020990	87.535	0	bhs
Brahy.S01G0217600	TRIDC3AG034390	78.131	0	bhs
HORVU3Hr1G088460	TRIDC3AG055690	94.983	0	hv
HORVU3Hr1G105860	TRIDC3BG077300	94.304	0	hv
HORVU4Hr1G075070	TRIDC4BG049220	96.277	0	hv
Brahy.S01G0020900	TRIDC3BG079290	85.027	0	bhs
Brahy.S01G0019400	TRIDC3AG070420	88.492	0	bhs
Brahy.S01G0144000	TRIDC4AG038570	65.939	0	bhs
Brahy.S01G0124700	TRIDC3AG027060	48.878	0	bhs
HORVU3Hr1G112370	TRIDC3AG072490	89.533	0	hv
Brahy.S08G0188300	TRIDC1BG021630	93.814	0	bhs
Brahy.S08G0026500	TRIDC1BG067210	87.242	0	bhs
Brahy.S01G0231700	TRIDC3AG033210	88.216	0	bhs
HORVU4Hr1G003110	TRIDC4AG045230	99.474	0	hv
Brahy.S01G0296000	TRIDC1BG052390	84.677	0	bhs
Brahy.S01G0401300	TRIDC3AG008510	73.049	0	bhs
HORVU4Hr1G054650	TRIDC4AG016220	95.026	0	hv
Brahy.S01G0054800	TRIDC3AG012650	67.351	0	bhs
Brahy.S08G0214300	TRIDC1BG018710	75.119	0	bhs
Brahy.S01G0132800	TRIDC7AG001270	65.275	0	bhs
Brahy.S08G0213100	TRIDC1AG015490	77.857	0	bhs
Brahy.S01G0366200	TRIDC3BG046100	80.231	0	bhs
Brahy.S01G0293200	TRIDC6AG055150	78.917	0	bhs
Brahy.S01G0335300	TRIDC3BG026740	83.382	0	bhs
Brahy.S01G0121600	TRIDC3BG054090	92.169	0	bhs
Brahy.S01G0320300	TRIDC3BG028670	87.585	0	bhs
HORVU4Hr1G063240	TRIDC4AG010840	93.846	0	hv
Brahy.S01G0015700	TRIDC3BG081750	62.652	0	bhs
Brahy.S01G0046400	TRIDC3BG068550	87.356	0	bhs
Brahy.S01G0098600	TRIDC1AG042510	84.816	0	bhs
HORVU4Hr1G017450	TRIDC4AG034600	94.595	0	hv
Brahy.S01G0354200	TRIDC3BG023270	91.105	0	bhs
Brahy.S01G0434500	TRIDC3AG016760	90.553	0	bhs
Brahy.S01G0229700	TRIDC3BG037970	91.553	0	bhs
HORVU3Hr1G112810	TRIDC5BG076730	79.297	0	hv
HORVU4Hr1G083980	TRIDC5AG072770	89.922	0	hv
Brahy.S08G0122500	TRIDC1BG044650	92.073	0	bhs
Brahy.S01G0059900	TRIDC3AG016150	48.58	0	bhs
HORVU3Hr1G095450	TRIDC3BG069380	85.542	0	hv
Brahy.D02G0720800	TRIDC3BG056660	80.311	0	bhd
Brahy.S01G0372700	TRIDC3BG017840	94.579	0	bhs
Brahy.S01G0403000	TRIDC3BG011420	54.437	0	bhs
Brahy.S01G0337200	TRIDC3AG022220	72.123	0	bhs
HORVU4Hr1G061060	TRIDC4AG012290	91.291	0	hv
Brahy.D02G0480400	TRIDC1AG012280	77.412	0	bhd
Brahy.S01G0265000	TRIDC1AG031930	77.766	0	bhs
Brahy.S01G0303300	TRIDC3BG031350	85.748	0	bhs
Brahy.S01G0144200	TRIDC3BG050470	59.67	0	bhs
Brahy.S01G0261700	TRIDC1BG006320	90.809	0	bhs
Brahy.S01G0138500	TRIDC3BG051390	77.831	0	bhs
Brahy.S01G0431800	TRIDC3BG075970	81.466	0	bhs
Brahy.S01G0423800	TRIDC3BG009920	66.041	0	bhs
HORVU4Hr1G009300	TRIDC1BG002780	65	0	hv
Brahy.S01G0177100	TRIDC3AG037230	80.302	0	bhs
Brahy.D02G0405600	TRIDC3BG026670	78.669	0	bhd
Brahy.S01G0317100	TRIDC3AG025400	81.807	0	bhs
Brahy.S01G0391300	TRIDC3BG016040	77.756	0	bhs
Brahy.S01G0068100	TRIDC7AG067140	88.06	0	bhs
Brahy.S01G0037900	TRIDC3BG071040	76.23	0	bhs
Brahy.S01G0057900	TRIDC3AG055710	91.511	0	bhs
Brahy.S08G0262400	TRIDC1BG003720	92.46	0	bhs
HORVU4Hr1G072270	TRIDC4BG046710	94.972	0	hv
HORVU3Hr1G098970	TRIDC3BG073850	82.051	0	hv
Brahy.S01G0022100	TRIDC3AG069520	92.375	0	bhs
HORVU4Hr1G003930	TRIDC4AG044460	95.924	0	hv
Brahy.S01G0136500	TRIDC1BG055060	53.156	0	bhs
Brahy.S01G0016500	TRIDC3BG081430	84.244	0	bhs
Brahy.S01G0118600	TRIDC3BG054540	83.708	0	bhs
HORVU5Hr1G009200	TRIDC5BG006100	99.206	0	hv
Brahy.S01G0152800	TRIDC3AG043250	76.721	0	bhs
Brahy.S01G0061900	TRIDC3AG056360	81.034	0	bhs
Brahy.S01G0092400	TRIDC1AG041540	70.553	0	bhs
Brahy.D02G0204100	TRIDC1BG072850	89.011	0	bhd
Brahy.S01G0026600	TRIDC3AG068210	80.357	0	bhs
Brahy.S01G0381600	TRIDC3AG015400	79.385	0	bhs
HORVU4Hr1G024900	TRIDC3BG011860	92.617	0	hv
HORVU3Hr1G083500	TRIDC3BG060720	97.555	0	hv
Brahy.S01G0406100	TRIDC7AG029260	85.9	0	bhs
Brahy.S01G0124600	TRIDC3BG053680	81.535	0	bhs
Brahy.S01G0193400	TRIDC3BG044750	95.585	0	bhs
Brahy.S01G0258500	TRIDC7AG059770	84.615	0	bhs
Brahy.S01G0434700	TRIDC3BG021750	85.27	0	bhs
Brahy.S01G0101400	TRIDC1AG042850	86.139	0	bhs
HORVU4Hr1G019860	TRIDC4BG017230	94.565	0	hv
Brahy.S01G0308400	TRIDC3BG029970	72.452	0	bhs
Brahy.S01G0168300	TRIDC1AG050120	73.373	0	bhs
Brahy.S01G0443600	TRIDC3BG035230	97.27	0	bhs
Brahy.S01G0188900	TRIDC3BG044180	97.132	0	bhs
Brahy.S01G0449500	TRIDC3AG031160	93.301	0	bhs
Brahy.S01G0045000	TRIDC3BG068820	82.474	0	bhs
Brahy.S01G0392200	TRIDC3BG016340	88.959	0	bhs
Brahy.S01G0072400	TRIDC3BG065030	90.614	0	bhs
HORVU3Hr1G088320	TRIDC3BG056200	95.871	0	hv
Brahy.S01G0357800	TRIDC3AG018160	79.839	0	bhs
HORVU4Hr1G038570	TRIDC4AG026700	93.333	0	hv
HORVU5Hr1G018700	TRIDC5BG012680	94.646	0	hv
Brahy.S01G0227200	TRIDC1BG036600	39.492	0	bhs
HORVU4Hr1G089730	TRIDC4BG063290	86.986	0	hv
HORVU4Hr1G078590	TRIDC4AG056120	98.907	0	hv
Brahy.S01G0050600	TRIDC3BG067600	83.844	0	bhs
Brahy.S08G0038500	TRIDC6BG003680	92.432	0	bhs
Brahy.S08G0074400	TRIDC3AG046530	74.637	0	bhs
HORVU4Hr1G064770	TRIDC7AG074150	87.633	0	hv
Brahy.S01G0080200	TRIDC3BG061210	76.944	0	bhs
HORVU4Hr1G056060	TRIDC4AG015300	94.036	0	hv
Brahy.S01G0048200	TRIDC3BG068030	78.013	0	bhs
Brahy.S01G0381000	TRIDC3BG019870	92.075	0	bhs
Brahy.S01G0142100	TRIDC3BG050800	78.736	0	bhs
Brahy.S01G0220400	TRIDC1BG068170	60.324	0	bhs
Brahy.S08G0139000	TRIDC2BG040630	80.978	0	bhs
Brahy.S08G0222100	TRIDC1AG017290	86.902	0	bhs
Brahy.S01G0316000	TRIDC3AG025500	84.323	0	bhs
Brahy.S01G0104700	TRIDC3BG021610	69.953	0	bhs
Brahy.S01G0266300	TRIDC3AG027340	89.08	0	bhs
Brahy.S01G0379200	TRIDC3AG014960	83.036	0	bhs
HORVU4Hr1G019560	TRIDC4AG032800	93.659	0	hv
HORVU4Hr1G017270	TRIDC4AG033720	90.056	0	hv
HORVU4Hr1G056670	TRIDC2AG058220	92.971	0	hv
Brahy.S01G0364600	TRIDC3AG017080	88.571	0	bhs
Brahy.S01G0405900	TRIDC3AG006530	84.916	0	bhs
Brahy.S01G0226400	TRIDC1AG062340	61.442	0	bhs
Brahy.S01G0179500	TRIDC3BG042040	95.536	0	bhs
Brahy.S01G0075900	TRIDC3BG061800	73.434	0	bhs
HORVU3Hr1G086950	TRIDC3BG057770	98.418	0	hv
Brahy.S01G0086500	TRIDC3BG060330	92.593	0	bhs
Brahy.S01G0087900	TRIDC3BG060200	87.261	0	bhs
Brahy.S01G0345400	TRIDC7BG039810	50.815	0	bhs
HORVU4Hr1G080000	TRIDC4AG055370	94.05	0	hv
HORVU4Hr1G072540	TRIDC4AG004620	88.629	0	hv
Brahy.S01G0191200	TRIDC3BG044410	93.404	0	bhs
Brahy.S08G0058900	TRIDC3AG040890	67.665	0	bhs
Brahy.S01G0369000	TRIDC3BG017420	83.274	0	bhs
HORVU4Hr1G006660	TRIDC4BG006560	95.71	0	hv
Brahy.S01G0058600	TRIDC3BG062470	92.426	0	bhs
