product	piN	piS	pin/pis
Brast03G264300	0.000376982	0.000264696	1.542047068
Brast03G270000	0.001118772	0.000806169	1.387762941
Brast03G273600	0.007221517	0.006896092	1.047189813
Brast03G274300	0.00084476	0.000172203	4.905613542
Brast04G015100	0.000217524	0.000198422	1.096271134
Brast04G022200	0.000444794	0.00033547	1.325882166
Brast04G023600	0.001339609	0.00058143	2.303988852
Brast04G026000	0.000652552	0.000453735	1.438179343
Brast04G027000	0.000426755	0.000394998	1.054632726
Brast04G033900	0.004307274	0.001231275	3.498223029
Brast04G039400	0.001369488	0.000976554	1.402368581
Brast04G039800	0.003813402	0.003644496	1.046345656
Brast04G042200	0.000360876	0.000426727	2.065015398
Brast04G045400	0.000422576	0.000103464	4.084304601
Brast04G047300	0.004263801	0.002597496	1.641504633
Brast04G052900	0.000678305	0.000130192	5.210028709
Brast04G080000	0.001050626	0.000947054	1.109362475
Brast04G095600	0.000982675	0.000839235	1.170916859
Brast04G101500	0.001552186	0.000760503	2.040999548
Brast04G108800	0.00530638	0.00240554	2.205899276
Brast04G116600	0.011113141	0.010450802	1.063376814
Brast04G130300	0.002820798	0.001402786	1.317051075
Brast04G134500	0.001061062	0.000648842	1.552740282
Brast04G145500	0.00403663	0.001955668	2.064067549
Brast04G145700	0.003575231	0.003130619	1.235798815
Brast04G146200	0.005551262	0.004856975	1.136742507
Brast04G146900	0.001305677	0.000797405	1.637408048
Brast04G148000	0.001066955	0.000726614	1.468393856
Brast04G151100	0.003330942	0.001763825	1.888476945
Brast04G157500	0.000394345	0.000331677	1.338129308
Brast04G162400	0.001628001	0.00154147	1.090922379
Brast04G173200	0.001923063	0.00066507	2.891518329
Brast04G179400	0.001886012	0.001833616	1.028575155
Brast04G189900	0.003104425	0.002107615	1.472956494
Brast04G216900	0.001567965	0.001024542	1.53040521
Brast04G226400	0.000552634	0.000234094	2.360736788
Brast04G240700	0.001214129	0.00100916	1.203108543
Brast04G246000	0.000693182	0.000371214	1.867340811
Brast04G250200	0.00194783	0.00154153	1.274018276
Brast04G258400	9.45E-05	5.26E-05	1.796562971
Brast04G267500	0.000223599	0.000221595	1.009044587
Brast04G283000	0.003465881	0.00146866	2.359892531
Brast04G284500	0.00111297	0.001028789	1.081825949
Brast04G294500	0.000709286	0.000643557	1.10213443
Brast04G297800	0.001034414	0.000604307	1.290747228
Brast04G301500	0.001349943	0.000592331	2.279033113
Brast04G302700	0.001387716	0.00045753	3.033063346
Brast04G306400	0.001715859	0.000809916	2.118563889
Brast04G326500	8.73E-05	0.000132446	1.698752008
Brast04G330600	0.001830879	0.001240574	1.475832285
Brast04G343600	0.006673299	0.00916031	1.156156866
Brast05G008900	0.003199124	0.00236268	1.098918509
Brast05G010600	0.001439475	0.002402703	2.285983953
Brast05G019500	0.000307363	0.000217453	1.034210906
Brast05G019600	0.000485743	0.000236614	2.052891561
Brast05G020300	0.000949645	0.000703881	1.115302741
Brast05G031700	0.001325351	0.000322035	4.115549856
Brast05G049800	0.002105304	0.000771116	2.730204719
Brast05G053800	0.001997872	0.001343299	1.487287254
Brast05G065600	0.000888008	0.000671181	1.323052574
Brast05G069700	0.001310292	0.000467787	2.801044359
Brast05G096700	0.001647794	0.001405149	1.172682579
Brast05G101200	0.000224348	0.000340388	1.855586051
Brast05G104200	0.002931202	0.002333516	2.613771084
Brast05G104900	0.001068045	0.000833791	1.280951366
Brast05G106900	0.000541359	0.000253662	8.120133562
Brast05G114400	0.002165489	0.001082795	1.999907916
Brast05G132800	1.88E-05	1.74E-05	1.079908988
Brast05G133400	0.00075314	0.000339423	2.584716021
Brast05G143300	0.000903508	0.000626188	2.137372727
Brast05G147300	0.008578554	0.006399281	1.340549547
Brast05G155800	0.007153727	0.00975028	1.369745292
Brast05G160800	0.003031316	0.001024803	2.957950689
Brast05G163200	0.000606654	0.000213739	2.357871062
Brast05G172500	0.002115553	0.001211562	1.746136949
Brast05G183300	0.00409745	0.003635192	1.127162032
Brast05G204900	0.005951339	0.003604633	1.651025076
Brast05G206900	0.00065367	0.000383461	1.704656007
Brast05G209100	0.00053946	0.000464439	1.161531527
Brast05G218900	0.001133744	0.000748173	1.524978334
Brast05G221800	0.000862123	0.000654349	1.317528509
Brast05G223500	0.00048018	0.000115838	4.145259333
Brast05G225900	0.000970363	0.000413823	2.344874639
Brast05G233400	0.002570208	0.00212515	1.209424308
Brast05G234200	0.011950673	0.007452802	1.6035141
Brast05G259100	0.002048368	0.001405833	1.556015766
Brast05G263200	0.001787751	0.001778584	1.005153996
Brast05G269400	0.002232276	0.001130934	1.973833731
Brast05G269900	0.001389732	0.001265283	1.098356452
Brast05G275200	0.010989022	0.009052177	1.213964588
Brast05G277600	0.002860398	0.002576166	1.110331486
Brast05G281800	0.003617825	0.003056977	1.183464842
Brast05G290100	0.001598829	0.001311613	1.218979136
Brast06G012800	0.003834772	0.00200016	1.917232347
Brast06G017600	0.00815548	0.007605983	2.018352263
Brast06G018900	0.000179387	1.75E-05	10.25797397
Brast06G020600	0.001217367	0.001081296	1.125840462
Brast06G023100	0.000162398	0.000141558	1.147214536
Brast06G025600	0.002941648	0.000906549	3.244884085
Brast06G025800	0.002034759	0.001616476	1.308060183
Brast06G043800	0.003246161	0.002328386	1.394167823
Brast06G052100	0.001014495	0.00085417	1.24407915
Brast06G053000	0.003104724	0.001647606	1.884385419
Brast06G055600	0.001171198	0.001357144	1.118868159
Brast06G067900	0.000726682	0.000496165	1.464598172
Brast06G073000	0.004045991	0.004517024	1.519571093
Brast06G076500	0.001484388	0.00134492	1.103699909
Brast06G087000	0.000328951	3.25E-05	10.1357799
Brast06G090700	0.000251352	0.000147968	1.362171889
Brast06G105000	0.002442177	0.000578939	4.21836484
Brast06G105500	0.001859009	0.001463946	1.269861311
Brast06G105600	0.002675745	0.002439491	1.096845588
Brast06G108400	0.004214523	0.003869991	1.089026501
Brast06G183800	0.001570133	0.000554947	2.829337955
Brast06G193800	0.000766602	0.000321224	2.386505327
Brast06G198200	0.003697067	0.003252569	1.050386214
Brast06G198500	0.005703896	0.003666878	1.55551838
Brast06G216100	0.002821719	0.000944755	2.986718905
Brast06G233800	0.001516012	0.000720074	2.105354825
Brast06G235600	0.001036114	0.000272623	3.80053805
Brast06G236300	0.000461966	7.57E-05	6.104519871
Brast06G237600	0.000918317	0.000702489	1.307233301
Brast06G242400	0.001074817	0.000679032	1.582867017
Brast07G022900	0.001756919	0.000802741	2.188648967
Brast07G026200	0.000617524	0.000574526	1.074840675
Brast07G035200	0.003547575	0.002413695	1.469769554
Brast07G047700	0.000673165	0.000193506	3.478777695
Brast07G058600	0.002144688	0.000481317	4.455876774
Brast07G061000	0.000250756	8.17E-05	2.7469054
Brast07G076200	0.002970132	0.002963812	1.002132417
Brast07G084100	0.000373411	0.000231379	1.613850983
Brast07G109700	0.001394169	0.000943778	1.477221625
Brast07G111900	0.000355082	0.000257459	1.605065042
Brast07G115300	0.000972294	0.001875815	1.504887974
Brast07G116000	0.002152595	0.003102197	1.391750732
Brast07G130400	0.003017615	0.000437279	6.900887898
Brast07G148900	0.001328844	0.000796775	1.667777584
Brast07G149600	0.000500208	0.000188814	2.649213866
Brast07G153000	0.000680995	0.000560272	1.215472082
Brast07G162000	0.001052823	0.000975385	1.079392328
Brast07G164100	0.00351589	0.002114921	1.582472299
Brast07G175700	0.001915518	0.001048319	1.82722781
Brast07G178700	0.003935552	0.002849981	1.380904415
Brast07G184300	0.000279559	0.000100108	2.792581656
Brast07G191700	0.000124697	8.89E-05	1.403128829
Brast07G192900	0.000429201	0.000427588	1.003774033
Brast07G195100	0.004372694	0.003947417	1.107735457
Brast07G195200	0.00119445	0.001068662	1.117707034
Brast07G197300	0.002030749	0.000990473	2.507995132
Brast07G205000	0.000488694	0.001070184	2.157729852
Brast07G237300	0.000774044	0.000318698	2.428768736
Brast07G240000	0.001964246	0.00088138	1.580529603
Brast08G013300	0.011162463	0.006171162	1.808810624
Brast08G020500	0.000166577	0.00015063	1.105869404
Brast08G036100	0.001398842	0.001046062	1.337245542
Brast08G039400	0.000279187	0.000153166	1.822768612
Brast08G039900	0.001085249	0.000271743	3.993666915
Brast08G044400	0.001647309	0.001066657	1.544365919
Brast08G044500	0.001140495	0.000242649	4.700177894
Brast08G047600	0.001402257	0.001369646	1.023809492
Brast08G050700	0.001441026	0.001440685	1.000236543
Brast08G053900	0.001181434	0.000532761	2.217568632
Brast08G055300	0.000773949	0.000709896	1.153541195
Brast08G061800	0.004820299	0.004081039	1.181145239
Brast08G087800	0.000413943	0.000179555	2.305381688
Brast08G089400	0.00537456	0.002521084	2.131845092
Brast08G099700	0.002376583	0.001927913	1.232723089
Brast08G104000	0.003484041	0.00161598	2.155991997
Brast08G105300	0.000769186	0.0005892	1.305476347
Brast08G114900	0.010411816	0.001243647	8.372004471
Brast08G174400	0.001206241	0.002266863	2.361309769
Brast08G175400	0.001766496	0.001404203	1.258006344
Brast08G183900	0.0010524	0.000950066	1.107712141
Brast08G188500	0.002634001	0.001965837	1.209840655
Brast08G199000	0.00129628	0.000940979	1.386187194
Brast08G206900	0.004056859	0.002990113	1.356757678
Brast08G214800	0.000314185	0.000142653	2.202438767
Brast08G217500	0.000611273	0.000153795	3.974585827
Brast08G231700	0.001463908	0.000638259	2.293596702
Brast08G231900	0.012319623	0.010939305	1.12617966
Brast08G232500	0.003382423	0.003272569	1.033568395
Brast08G244600	0.000375921	0.000431079	2.754820776
Brast09G006300	0.000507343	0.000155366	3.265465291
Brast09G013400	0.000521631	9.66E-05	5.400844679
Brast09G026900	0.001031605	0.002529074	1.163673085
Brast09G027000	0.001579066	0.001261753	1.152760466
Brast09G028200	0.000617393	0.000537208	1.137521543
Brast09G028900	0.000468104	0.000211329	2.215055227
Brast09G062000	0.002563134	0.001849974	1.385497492
Brast09G067000	0.008669806	0.00512428	1.691907315
Brast09G067300	0.001857979	0.000824339	2.253901095
Brast09G072100	0.002636143	0.002043338	1.290116109
Brast09G076800	0.001756688	0.000875421	2.006678397
Brast09G078100	9.49E-05	7.54E-05	1.258791609
Brast09G089800	0.000584625	0.000268863	2.174436463
Brast09G106900	0.003998708	0.003155098	1.267380058
Brast09G108300	0.00160868	0.001487925	1.081156206
Brast09G112800	0.007427744	0.005891641	1.136415003
Brast09G113500	0.000507776	9.63E-05	5.270247489
Brast09G114200	0.001576321	0.001004257	1.569639477
Brast09G115700	0.001372506	0.000686411	3.860231408
Brast09G125200	0.003576853	0.002831152	1.263391387
Brast09G126300	0.002208823	0.001438702	1.535289556
Brast09G129200	0.001266587	0.000337131	3.756955258
Brast09G131300	0.000764402	0.000171325	4.461704519
Brast09G142300	0.000842523	0.000240021	3.51020216
Brast09G145600	0.005605459	0.004315858	1.298805209
Brast09G147900	0.003092931	0.003195513	1.102735397
Brast09G148800	0.000552778	0.000529458	1.044044935
Brast09G153200	0.001951856	0.001800226	1.084228482
Brast09G157100	0.001670092	0.001153721	1.447570539
Brast09G159500	0.002962723	0.002302002	1.287020114
Brast09G170000	0.000326145	0.00017282	1.887199288
Brast09G170600	0.009989683	0.006678779	1.495734931
Brast09G171500	0.001046332	0.000653413	1.601331519
Brast09G173000	0.00066928	0.000665892	1.005088086
Brast09G179200	9.60E-05	8.56E-05	1.121712694
Brast09G182800	0.002564924	0.00190397	1.347144654
Brast09G184400	0.000941886	0.000910832	1.034094591
Brast09G187500	0.008607708	0.010289066	1.14383296
Brast09G191900	0.000772149	0.000392473	1.76420298
Brast09G194600	0.002242148	0.001950503	1.149522988
Brast09G203200	0.001877076	0.000676213	2.775865762
Brast09G204900	0.002068885	0.001085021	1.906769206
Brast09G218800	0.00187409	0.002128957	1.126031235
Brast09G220900	0.000996919	0.00019416	5.134524015
Brast09G221500	0.009955928	0.009658699	1.030773162
Brast09G224600	0.000762133	0.000644309	1.182870007
Brast09G227700	0.001027797	0.000856539	1.199942205
Brast09G228900	0.00058282	0.000924167	2.05100346
Brast09G229800	3.80E-05	3.54E-05	1.073508874
Brast09G230900	0.000851626	0.000364299	2.337710911
Brast09G231300	0.000351031	0.000220812	1.589728452
Brast09G237600	0.005038918	0.00489649	1.029087808
Brast09G241900	0.001428213	0.001124813	1.752654931
Brast09G246500	0.000734092	0.000631669	1.162146994
Brast09G248700	0.000461055	0.000392898	1.173473294
Brast09G269600	0.000272275	0.000289005	1.042682929
Brast10G000500	0.00050705	0.000445575	1.137968246
Brast10G001400	0.000697327	0.00057849	1.205426713
Brast10G009600	0.001132959	0.001076931	1.052025161
Brast10G013000	0.005707303	0.004323744	1.319990982
Brast10G015400	0.000982025	0.000399904	2.455650841
Brast10G017000	0.005143326	0.004146863	1.198461068
Brast10G019300	0.000894365	0.000774574	1.15465473
Brast10G023800	0.000331157	0.000545062	1.242001361
Brast10G038500	0.000504764	0.000317988	1.587370631
Brast10G038900	0.000649503	0.0004862	1.393973129
Brast10G040700	0.00269147	0.002144687	1.254948003
Brast10G043300	0.001174418	0.000670073	1.752671933
Brast10G054400	0.000235325	0.000169143	1.391276901
Brast10G054900	0.000263454	0.000253882	1.037702598
Brast10G059300	0.000843851	0.000750565	1.082011593
Brast10G060700	0.001218277	0.001081231	1.126749778
Brast10G062700	0.002560304	0.000232799	10.99793612
Brast10G071000	0.000822399	0.0004151	1.259745663
Brast10G073800	0.001346544	0.000775844	1.735585992
Brast10G078000	0.001873138	0.001349068	1.388468242
Brast10G089000	0.001473271	0.001220543	1.207061928
Brast10G094000	0.00240593	0.001235605	1.971354483
Brast10G099800	0.000797129	0.00118584	1.504165065
Brast10G112400	0.000228567	0.000406444	1.027289209
Brast10G122200	0.000613343	0.000442792	1.382716393
Brast10G136100	0.000496808	0.000327517	1.516891472
Brast10G148100	0.000457352	0.000183312	2.494934486
Brast10G155200	0.001012596	0.000451274	1.663849122
Brast10G156800	0.000273207	0.000143859	3.024304844
Brast10G171800	0.003482914	0.004569949	1.248614552
Brast10G175200	0.001544448	0.001044044	1.479293745
Brast10G188300	0.001312623	0.001119121	1.193681644
