file	product	piN	piS	pin/pis
temp_vcf4_SM_ES13.vcf	Brast05G233400.v0.1.stacei	0.002570208	0.00212515	1.209424308
temp_vcf4_SM_ES13.vcf	Brast05G277600.v0.1.stacei	0.002860398	0.002576166	1.110331486
temp_vcf4_SM_ES13.vcf	Brast05G279900.v0.1.stacei	0.000243942	0.00044058	0.553684324
temp_vcf4_SM_ES13.vcf	Brast05G292200.v0.1.stacei	0.000702313	0.000751789	0.934189367
temp_vcf4_SM_ES14.vcf	Brast05G134400.v0.1.stacei	3.62E-05	0.000114761	0.315769924
temp_vcf4_SM_ES14.vcf	Brast05G237100.v0.1.stacei	0.002701104	0.008014733	0.337017277
temp_vcf4_SM_ES14.vcf	Brast05G265200.v0.1.stacei	0.000205937	0.000842686	0.24438142
temp_vcf4_SM_ES19.vcf	Brast05G006400.v0.1.stacei	0.001702726	0.00987047	0.172507111
temp_vcf4_SM_ES19.vcf	Brast05G010600.v0.1.stacei	0.001461329	0.004471467	0.326811952
temp_vcf4_SM_ES19.vcf	Brast05G020300.v0.1.stacei	0.00022636	0.000415079	0.545343246
temp_vcf4_SM_ES19.vcf	Brast05G032700.v0.1.stacei	0.000586824	0.00078235	0.750078243
temp_vcf4_SM_ES19.vcf	Brast05G049800.v0.1.stacei	0.002105304	0.000771116	2.730204719
temp_vcf4_SM_ES19.vcf	Brast05G053800.v0.1.stacei	0.001997872	0.001343299	1.487287254
temp_vcf4_SM_ES19.vcf	Brast05G059500.v0.1.stacei	0.000181236	0.000121163	1.495808742
temp_vcf4_SM_ES19.vcf	Brast05G084500.v0.1.stacei	0.000420794	0.001571781	0.267718115
temp_vcf4_SM_ES19.vcf	Brast05G106900.v0.1.stacei	0.000973912	6.09E-05	15.99654255
temp_vcf4_SM_ES19.vcf	Brast05G111900.v0.1.stacei	0.000211624	0.004844446	0.04368378
temp_vcf4_SM_ES19.vcf	Brast05G114400.v0.1.stacei	0.002165489	0.001082795	1.999907916
temp_vcf4_SM_ES19.vcf	Brast05G121500.v0.1.stacei	0.000389443	0.001253338	0.310724253
temp_vcf4_SM_ES19.vcf	Brast05G155400.v0.1.stacei	4.82E-05	0.000120001	0.40140896
temp_vcf4_SM_ES19.vcf	Brast05G161700.v0.1.stacei	2.38E-05	8.87E-05	0.268885774
temp_vcf4_SM_ES19.vcf	Brast05G223900.v0.1.stacei	0.000895209	0.004517746	0.198153936
temp_vcf4_SM_ES1.vcf	Brast05G054600.v0.1.stacei	4.07E-05	0.000152497	0.266608392
temp_vcf4_SM_ES1.vcf	Brast05G068700.v0.1.stacei	0.00072921	0.001734717	0.420362295
temp_vcf4_SM_ES1.vcf	Brast05G084500.v0.1.stacei	0.001047726	0.000991886	1.056297178
temp_vcf4_SM_ES1.vcf	Brast05G086000.v0.1.stacei	0.000420594	0.0022587	0.186210848
temp_vcf4_SM_ES1.vcf	Brast05G104200.v0.1.stacei	0.003116602	0.004051136	0.769315519
temp_vcf4_SM_ES1.vcf	Brast05G114600.v0.1.stacei	9.55E-05	0.000465343	0.205126356
temp_vcf4_SM_ES1.vcf	Brast05G115400.v0.1.stacei	0.000927884	0.001083707	0.856213312
temp_vcf4_SM_ES1.vcf	Brast05G117300.v0.1.stacei	0.000408337	0.001590794	0.256687666
temp_vcf4_SM_ES1.vcf	Brast05G118700.v0.1.stacei	0.001047254	0.00175955	0.595183031
temp_vcf4_SM_ES1.vcf	Brast05G229000.v0.1.stacei	0.000274948	0.001942249	0.141561523
temp_vcf4_SM_ES1.vcf	Brast05G291200.v0.1.stacei	0.000729105	0.006342562	0.114954265
temp_vcf4_SM_ES21.vcf	Brast05G007600.v0.1.stacei	2.80E-05	0.001895127	0.014792986
temp_vcf4_SM_ES21.vcf	Brast05G025400.v0.1.stacei	0.000235716	0.000772639	0.305078506
temp_vcf4_SM_ES21.vcf	Brast05G059500.v0.1.stacei	1.95E-05	4.31E-05	0.452086683
temp_vcf4_SM_ES21.vcf	Brast05G086000.v0.1.stacei	0.000392258	0.001725583	0.227319099
temp_vcf4_SM_ES21.vcf	Brast05G104200.v0.1.stacei	0.002745802	0.000615895	4.458226649
temp_vcf4_SM_ES21.vcf	Brast05G117300.v0.1.stacei	0.00068664	0.002610806	0.262999111
temp_vcf4_SM_ES21.vcf	Brast05G118700.v0.1.stacei	0.000937569	0.001050583	0.892427419
temp_vcf4_SM_ES21.vcf	Brast05G135600.v0.1.stacei	0.000340524	0.000499778	0.681350023
temp_vcf4_SM_ES21.vcf	Brast05G163100.v0.1.stacei	4.01E-05	0.000121029	0.331596479
temp_vcf4_SM_ES21.vcf	Brast05G229000.v0.1.stacei	1.66E-05	0.000271042	0.061263979
temp_vcf4_SM_ES21.vcf	Brast05G269700.v0.1.stacei	0.001701014	0.001528176	1.113101079
temp_vcf4_SM_ES21.vcf	Brast05G291200.v0.1.stacei	0.000721412	0.004400577	0.163935822
temp_vcf4_SM_ES11.vcf	Brast04G015100.v0.1.stacei	0.000217524	0.000198422	1.096271134
temp_vcf4_SM_ES11.vcf	Brast04G033100.v0.1.stacei	0.000613335	0.001007719	0.608637516
temp_vcf4_SM_ES11.vcf	Brast04G037300.v0.1.stacei	0.000557076	0.002278268	0.244517356
temp_vcf4_SM_ES11.vcf	Brast04G045400.v0.1.stacei	0.000422576	0.000103464	4.084304601
temp_vcf4_SM_ES11.vcf	Brast04G055400.v0.1.stacei	0.000210554	0.00022811	0.92303706
temp_vcf4_SM_ES11.vcf	Brast04G057700.v0.1.stacei	3.50E-05	0.000654761	0.053396992
temp_vcf4_SM_ES11.vcf	Brast04G080000.v0.1.stacei	0.001050626	0.000947054	1.109362475
temp_vcf4_SM_ES11.vcf	Brast04G082100.v0.1.stacei	0.000757921	0.003932006	0.192756706
temp_vcf4_SM_ES11.vcf	Brast04G082600.v0.1.stacei	0.000648937	0.000945564	0.686295766
temp_vcf4_SM_ES11.vcf	Brast04G095600.v0.1.stacei	0.000982675	0.000839235	1.170916859
temp_vcf4_SM_ES11.vcf	Brast04G101500.v0.1.stacei	0.001552186	0.000760503	2.040999548
temp_vcf4_SM_ES11.vcf	Brast04G105200.v0.1.stacei	0.001069967	0.00715049	0.149635408
temp_vcf4_SM_ES11.vcf	Brast04G105700.v0.1.stacei	0.002555295	0.005571011	0.458677087
temp_vcf4_SM_ES11.vcf	Brast04G107200.v0.1.stacei	0.00185369	0.003463299	0.535238074
temp_vcf4_SM_ES11.vcf	Brast04G111800.v0.1.stacei	0.001653176	0.002001756	0.825862792
temp_vcf4_SM_ES11.vcf	Brast04G118600.v0.1.stacei	0.010570091	0.019582011	0.539785775
temp_vcf4_SM_ES11.vcf	Brast04G127500.v0.1.stacei	0.001586624	0.012977573	0.122258928
temp_vcf4_SM_ES11.vcf	Brast04G132200.v0.1.stacei	0.000529159	0.002325556	0.227540677
temp_vcf4_SM_ES11.vcf	Brast04G132400.v0.1.stacei	0.004022771	0.00605969	0.663857504
temp_vcf4_SM_ES11.vcf	Brast04G148400.v0.1.stacei	0.001805002	0.002801292	0.64434646
temp_vcf4_SM_ES11.vcf	Brast04G150200.v0.1.stacei	0.000406178	0.001437597	0.282539824
temp_vcf4_SM_ES11.vcf	Brast04G161400.v0.1.stacei	0.001184853	0.007648995	0.154903051
temp_vcf4_SM_ES11.vcf	Brast04G161500.v0.1.stacei	0.000108916	0.000591885	0.184016386
temp_vcf4_SM_ES11.vcf	Brast04G163800.v0.1.stacei	0.001137247	0.002056941	0.552882723
temp_vcf4_SM_ES11.vcf	Brast04G173300.v0.1.stacei	0.000220215	0.001032103	0.213364871
temp_vcf4_SM_ES11.vcf	Brast04G184200.v0.1.stacei	0.000564917	0.001233832	0.457855378
temp_vcf4_SM_ES11.vcf	Brast04G225300.v0.1.stacei	0.004577963	0.004765242	0.960699056
temp_vcf4_SM_ES11.vcf	Brast04G242300.v0.1.stacei	0.001073766	0.003158481	0.339962765
temp_vcf4_SM_ES11.vcf	Brast04G244700.v0.1.stacei	4.48E-05	0.000145372	0.308376755
temp_vcf4_SM_ES11.vcf	Brast04G246000.v0.1.stacei	0.000693182	0.000371214	1.867340811
temp_vcf4_SM_ES11.vcf	Brast04G248800.v0.1.stacei	0.000646389	0.001555602	0.415523136
temp_vcf4_SM_ES11.vcf	Brast04G264400.v0.1.stacei	0.000142312	0.000992848	0.143337214
temp_vcf4_SM_ES11.vcf	Brast04G295800.v0.1.stacei	0.002525859	0.003975508	0.635354873
temp_vcf4_SM_ES11.vcf	Brast04G306500.v0.1.stacei	0.000147149	0.00080977	0.181717625
temp_vcf4_SM_ES11.vcf	Brast04G310800.v0.1.stacei	0.000470772	0.001393504	0.337833345
temp_vcf4_SM_ES11.vcf	Brast04G326500.v0.1.stacei	7.43E-05	0.000232292	0.319949566
temp_vcf4_SM_ES11.vcf	Brast04G327100.v0.1.stacei	0.000208511	0.001247777	0.167106186
temp_vcf4_SM_ES11.vcf	Brast04G343600.v0.1.stacei	0.011051488	0.016937892	0.652471275
temp_vcf4_SM_ES13.vcf	Brast04G056600.v0.1.stacei	4.60E-05	0.000123173	0.373850711
temp_vcf4_SM_ES13.vcf	Brast04G085200.v0.1.stacei	0.001674032	0.004426137	0.378215138
temp_vcf4_SM_ES13.vcf	Brast04G089000.v0.1.stacei	2.76E-05	0.000740217	0.037323878
temp_vcf4_SM_ES13.vcf	Brast04G092400.v0.1.stacei	0.001245718	0.001912046	0.651510433
temp_vcf4_SM_ES13.vcf	Brast04G111800.v0.1.stacei	0.00148623	0.002114591	0.702845134
temp_vcf4_SM_ES13.vcf	Brast04G120800.v0.1.stacei	0.0011766	0.006260752	0.187932778
temp_vcf4_SM_ES13.vcf	Brast04G136200.v0.1.stacei	0.002182216	0.005090371	0.428694802
temp_vcf4_SM_ES13.vcf	Brast04G142500.v0.1.stacei	0.001988195	0.003081899	0.645119951
temp_vcf4_SM_ES13.vcf	Brast04G145500.v0.1.stacei	0.00403663	0.001955668	2.064067549
temp_vcf4_SM_ES13.vcf	Brast04G146900.v0.1.stacei	0.001305677	0.000797405	1.637408048
temp_vcf4_SM_ES13.vcf	Brast04G151100.v0.1.stacei	0.003330942	0.001763825	1.888476945
temp_vcf4_SM_ES13.vcf	Brast04G173200.v0.1.stacei	0.001923063	0.00066507	2.891518329
temp_vcf4_SM_ES13.vcf	Brast04G179400.v0.1.stacei	0.001886012	0.001833616	1.028575155
temp_vcf4_SM_ES13.vcf	Brast04G189000.v0.1.stacei	0.000125589	0.000425847	0.294915752
temp_vcf4_SM_ES13.vcf	Brast04G229600.v0.1.stacei	0.000483877	0.000773204	0.625807849
temp_vcf4_SM_ES13.vcf	Brast04G242700.v0.1.stacei	0.000596326	0.002223529	0.268189092
temp_vcf4_SM_ES13.vcf	Brast04G244700.v0.1.stacei	0.000998999	0.001699472	0.587829443
temp_vcf4_SM_ES13.vcf	Brast04G269500.v0.1.stacei	0.001562216	0.002850827	0.54798691
temp_vcf4_SM_ES13.vcf	Brast04G326500.v0.1.stacei	0.000100373	3.26E-05	3.077554449
temp_vcf4_SM_ES14.vcf	Brast04G033900.v0.1.stacei	0.004307274	0.001231275	3.498223029
temp_vcf4_SM_ES14.vcf	Brast04G072300.v0.1.stacei	0.001222919	0.002739133	0.446461973
temp_vcf4_SM_ES14.vcf	Brast04G081300.v0.1.stacei	0.003345722	0.005663898	0.590710095
temp_vcf4_SM_ES14.vcf	Brast04G085400.v0.1.stacei	0.000201032	0.000302692	0.664147917
temp_vcf4_SM_ES14.vcf	Brast04G131100.v0.1.stacei	0.000389322	0.000541027	0.719597312
temp_vcf4_SM_ES14.vcf	Brast04G181500.v0.1.stacei	0.003431066	0.00758393	0.452412691
temp_vcf4_SM_ES14.vcf	Brast04G225300.v0.1.stacei	0.00215682	0.004365551	0.494054452
temp_vcf4_SM_ES14.vcf	Brast04G225400.v0.1.stacei	0.000339494	0.000412735	0.822546776
temp_vcf4_SM_ES14.vcf	Brast04G228000.v0.1.stacei	0.001390721	0.002290234	0.607239852
temp_vcf4_SM_ES14.vcf	Brast04G229600.v0.1.stacei	0.000221147	0.001319229	0.167633305
temp_vcf4_SM_ES14.vcf	Brast04G230200.v0.1.stacei	0.003531446	0.003899832	0.905537978
temp_vcf4_SM_ES14.vcf	Brast04G240700.v0.1.stacei	0.001214129	0.00100916	1.203108543
temp_vcf4_SM_ES14.vcf	Brast04G294500.v0.1.stacei	0.000709286	0.000643557	1.10213443
temp_vcf4_SM_ES14.vcf	Brast04G306500.v0.1.stacei	0.000649178	0.000752544	0.862645457
temp_vcf4_SM_ES14.vcf	Brast04G343600.v0.1.stacei	0.00229511	0.001382728	1.659842457
temp_vcf4_SM_ES19.vcf	Brast04G159200.v0.1.stacei	0.000494637	0.006533581	0.075706938
temp_vcf4_SM_ES19.vcf	Brast04G173300.v0.1.stacei	0.000986955	0.003025451	0.326217527
temp_vcf4_SM_ES19.vcf	Brast04G189900.v0.1.stacei	0.003104425	0.002107615	1.472956494
temp_vcf4_SM_ES19.vcf	Brast04G199900.v0.1.stacei	0.00508845	0.010087899	0.504411331
temp_vcf4_SM_ES19.vcf	Brast04G216900.v0.1.stacei	0.001567965	0.001024542	1.53040521
temp_vcf4_SM_ES19.vcf	Brast04G224300.v0.1.stacei	0.001393271	0.002641352	0.527484066
temp_vcf4_SM_ES19.vcf	Brast04G225300.v0.1.stacei	0.000760817	0.000609714	1.247826865
temp_vcf4_SM_ES19.vcf	Brast04G236100.v0.1.stacei	0.003175643	0.003207907	0.989942562
temp_vcf4_SM_ES19.vcf	Brast04G238300.v0.1.stacei	0.0026904	0.003902636	0.689380186
temp_vcf4_SM_ES19.vcf	Brast04G242700.v0.1.stacei	0.001033422	0.001832207	0.564031333
temp_vcf4_SM_ES19.vcf	Brast04G279400.v0.1.stacei	0.006294157	0.008397387	0.749537548
temp_vcf4_SM_ES19.vcf	Brast04G282200.v0.1.stacei	0.003477031	0.011889782	0.292438613
temp_vcf4_SM_ES19.vcf	Brast04G301500.v0.1.stacei	0.001349943	0.000592331	2.279033113
temp_vcf4_SM_ES19.vcf	Brast04G305100.v0.1.stacei	0.000981032	0.001346499	0.728579717
temp_vcf4_SM_ES19.vcf	Brast04G306500.v0.1.stacei	0.000181397	0.001435199	0.126391375
temp_vcf4_SM_ES19.vcf	Brast04G340700.v0.1.stacei	0.000325985	0.001468494	0.221985954
temp_vcf4_SM_ES1.vcf	Brast04G036600.v0.1.stacei	0.000186529	0.001020742	0.18273874
temp_vcf4_SM_ES1.vcf	Brast04G081900.v0.1.stacei	0.000208672	0.000816352	0.255614986
temp_vcf4_SM_ES1.vcf	Brast04G136200.v0.1.stacei	0.000344423	0.001574168	0.218796528
temp_vcf4_SM_ES1.vcf	Brast04G311100.v0.1.stacei	0.000102141	0.00023706	0.430864623
temp_vcf4_SM_ES1.vcf	Brast04G327100.v0.1.stacei	0.024370137	0.040619145	0.599966753
temp_vcf4_SM_ES21.vcf	Brast04G021800.v0.1.stacei	7.48E-05	0.000450498	0.166091612
temp_vcf4_SM_ES21.vcf	Brast04G327100.v0.1.stacei	0.019359098	0.03266376	0.592678183
temp_vcf4_SM_ES11.vcf	Brast01G007800.v0.1.stacei	0.002648645	0.006430403	0.411894032
temp_vcf4_SM_ES11.vcf	Brast01G022400.v0.1.stacei	0.00019048	0.001685975	0.112979215
temp_vcf4_SM_ES11.vcf	Brast01G023900.v0.1.stacei	0.001532168	0.000899988	1.702432239
temp_vcf4_SM_ES11.vcf	Brast01G027100.v0.1.stacei	0.002607567	0.001467746	1.77657936
temp_vcf4_SM_ES11.vcf	Brast01G027500.v0.1.stacei	0.003055779	0.001449515	2.10813918
temp_vcf4_SM_ES11.vcf	Brast01G045800.v0.1.stacei	0.002928208	0.0022507	1.301021224
temp_vcf4_SM_ES11.vcf	Brast01G056400.v0.1.stacei	6.85E-05	0.000331144	0.206943515
temp_vcf4_SM_ES11.vcf	Brast01G072800.v0.1.stacei	0.000165709	0.000484915	0.341728291
temp_vcf4_SM_ES11.vcf	Brast01G081400.v0.1.stacei	0.002065153	0.001004686	2.055520449
temp_vcf4_SM_ES11.vcf	Brast01G081800.v0.1.stacei	0.000430253	0.000665687	0.646329891
temp_vcf4_SM_ES11.vcf	Brast01G086400.v0.1.stacei	7.06E-05	0.000982375	0.071872546
temp_vcf4_SM_ES11.vcf	Brast01G089500.v0.1.stacei	0.000361505	0.001648835	0.219248457
temp_vcf4_SM_ES11.vcf	Brast01G095300.v0.1.stacei	0.001849653	0.007450593	0.248255871
temp_vcf4_SM_ES11.vcf	Brast01G105400.v0.1.stacei	0.000877893	0.001289179	0.680970393
temp_vcf4_SM_ES11.vcf	Brast01G105500.v0.1.stacei	0.0031674	0.00077174	4.104230372
temp_vcf4_SM_ES11.vcf	Brast01G121200.v0.1.stacei	0.00049508	0.001421027	0.348395947
temp_vcf4_SM_ES11.vcf	Brast01G123200.v0.1.stacei	0.000352846	0.000549836	0.641728914
temp_vcf4_SM_ES11.vcf	Brast01G127500.v0.1.stacei	0.00116278	0.001826966	0.636454106
temp_vcf4_SM_ES11.vcf	Brast01G133300.v0.1.stacei	7.37E-05	0.000769411	0.095836781
temp_vcf4_SM_ES11.vcf	Brast01G136800.v0.1.stacei	0.000109021	0.000902603	0.120784576
temp_vcf4_SM_ES11.vcf	Brast01G137000.v0.1.stacei	0.001846103	0.000815164	2.264701871
temp_vcf4_SM_ES11.vcf	Brast01G152500.v0.1.stacei	0.000353902	0.001123408	0.315025192
temp_vcf4_SM_ES11.vcf	Brast01G163300.v0.1.stacei	0.000796832	0.000984013	0.809778365
temp_vcf4_SM_ES11.vcf	Brast01G166400.v0.1.stacei	0.000314459	0.000326815	0.962191869
temp_vcf4_SM_ES11.vcf	Brast01G168500.v0.1.stacei	0.001178274	0.001537719	0.766247921
temp_vcf4_SM_ES11.vcf	Brast01G176900.v0.1.stacei	0.001036719	0.000958291	1.081841726
temp_vcf4_SM_ES11.vcf	Brast01G178400.v0.1.stacei	0.003803857	0.009172539	0.414700572
temp_vcf4_SM_ES11.vcf	Brast01G182700.v0.1.stacei	0.011739532	0.004879358	2.405958283
temp_vcf4_SM_ES11.vcf	Brast01G184400.v0.1.stacei	0.001022193	0.002036095	0.502036031
temp_vcf4_SM_ES11.vcf	Brast01G188600.v0.1.stacei	0.001199646	0.000641794	1.869207367
temp_vcf4_SM_ES11.vcf	Brast01G191900.v0.1.stacei	0.00017509	0.001769276	0.098961473
temp_vcf4_SM_ES11.vcf	Brast01G196400.v0.1.stacei	0.000151799	0.000367632	0.412911026
temp_vcf4_SM_ES11.vcf	Brast01G199400.v0.1.stacei	0.000516511	0.000469479	1.100179576
temp_vcf4_SM_ES11.vcf	Brast01G201000.v0.1.stacei	0.012898453	0.010740084	1.200963878
temp_vcf4_SM_ES11.vcf	Brast01G201100.v0.1.stacei	0.000970509	0.003395218	0.285845774
temp_vcf4_SM_ES11.vcf	Brast01G203100.v0.1.stacei	0.000187225	0.000177051	1.057463556
temp_vcf4_SM_ES11.vcf	Brast01G203800.v0.1.stacei	0.000484322	0.004800335	0.10089342
temp_vcf4_SM_ES11.vcf	Brast01G209100.v0.1.stacei	0.001258091	0.000155615	8.0846234
temp_vcf4_SM_ES11.vcf	Brast01G209300.v0.1.stacei	0.001695152	0.000308828	5.488977201
temp_vcf4_SM_ES11.vcf	Brast01G212100.v0.1.stacei	0.00117647	0.001912333	0.615201365
temp_vcf4_SM_ES11.vcf	Brast01G216300.v0.1.stacei	0.000446112	0.000263654	1.692034461
temp_vcf4_SM_ES11.vcf	Brast01G230800.v0.1.stacei	0.005348997	0.005109643	1.046843716
temp_vcf4_SM_ES11.vcf	Brast01G239100.v0.1.stacei	0.000330757	0.000854663	0.387002631
temp_vcf4_SM_ES11.vcf	Brast01G240000.v0.1.stacei	0.000713013	0.001665495	0.428109009
temp_vcf4_SM_ES11.vcf	Brast01G259900.v0.1.stacei	0.015884556	0.012561553	1.264537578
temp_vcf4_SM_ES11.vcf	Brast01G266200.v0.1.stacei	0.001749128	0.001677088	1.042955755
temp_vcf4_SM_ES11.vcf	Brast01G301900.v0.1.stacei	0.000201779	0.001593739	0.126607184
temp_vcf4_SM_ES11.vcf	Brast01G322100.v0.1.stacei	0.000414229	0.000803622	0.515452215
temp_vcf4_SM_ES11.vcf	Brast01G327400.v0.1.stacei	0.002029371	0.001965273	1.032615193
temp_vcf4_SM_ES11.vcf	Brast01G334800.v0.1.stacei	4.50E-05	0.00020254	0.222158071
temp_vcf4_SM_ES11.vcf	Brast01G375600.v0.1.stacei	0.000187076	0.001150798	0.162562388
temp_vcf4_SM_ES11.vcf	Brast01G390200.v0.1.stacei	0.000227267	0.000743159	0.305812195
temp_vcf4_SM_ES11.vcf	Brast01G392400.v0.1.stacei	0.000511913	0.001104924	0.463301809
temp_vcf4_SM_ES11.vcf	Brast01G414700.v0.1.stacei	0.000229867	0.000462177	0.497356664
temp_vcf4_SM_ES13.vcf	Brast01G186000.v0.1.stacei	0.00056452	0.000622645	0.906647619
temp_vcf4_SM_ES13.vcf	Brast01G207900.v0.1.stacei	0.003497063	0.00840775	0.415933255
temp_vcf4_SM_ES13.vcf	Brast01G209100.v0.1.stacei	0.002367548	0.000993004	2.384227452
temp_vcf4_SM_ES13.vcf	Brast01G235400.v0.1.stacei	0.003115178	0.001937829	1.60756107
temp_vcf4_SM_ES13.vcf	Brast01G270700.v0.1.stacei	3.73E-05	0.000125443	0.297256481
temp_vcf4_SM_ES13.vcf	Brast01G322100.v0.1.stacei	0.003171241	0.006614285	0.479453288
temp_vcf4_SM_ES13.vcf	Brast01G335200.v0.1.stacei	0.015184812	0.025983362	0.584405186
temp_vcf4_SM_ES13.vcf	Brast01G346800.v0.1.stacei	4.80E-05	8.36E-05	0.574004434
temp_vcf4_SM_ES13.vcf	Brast01G357400.v0.1.stacei	0.000263996	0.000115194	2.291751265
temp_vcf4_SM_ES14.vcf	Brast01G155000.v0.1.stacei	0.000445869	0.001203181	0.370575018
temp_vcf4_SM_ES14.vcf	Brast01G278200.v0.1.stacei	0.005915911	0.002174164	2.721004642
temp_vcf4_SM_ES14.vcf	Brast01G297700.v0.1.stacei	0.002503556	0.001160531	2.157249593
temp_vcf4_SM_ES14.vcf	Brast01G307700.v0.1.stacei	0.001894268	0.003831943	0.494336156
temp_vcf4_SM_ES14.vcf	Brast01G308900.v0.1.stacei	0.000388311	0.001496815	0.259425066
temp_vcf4_SM_ES14.vcf	Brast01G365500.v0.1.stacei	0.001529894	0.001402921	1.090505956
temp_vcf4_SM_ES14.vcf	Brast01G388300.v0.1.stacei	0.00174459	0.004972874	0.350821272
temp_vcf4_SM_ES14.vcf	Brast01G394100.v0.1.stacei	0.00040348	0.00080733	0.499770647
temp_vcf4_SM_ES19.vcf	Brast01G199300.v0.1.stacei	0.000796899	0.001788374	0.445599425
temp_vcf4_SM_ES19.vcf	Brast01G199400.v0.1.stacei	0.00027493	0.000447633	0.61418662
temp_vcf4_SM_ES19.vcf	Brast01G212100.v0.1.stacei	0.001677876	0.000617888	2.715501455
temp_vcf4_SM_ES19.vcf	Brast01G230800.v0.1.stacei	0.011466049	0.012041939	0.952176303
temp_vcf4_SM_ES19.vcf	Brast01G261600.v0.1.stacei	0.000939344	0.001187935	0.790737301
temp_vcf4_SM_ES19.vcf	Brast01G271300.v0.1.stacei	0.003329844	0.001133378	2.937981565
temp_vcf4_SM_ES19.vcf	Brast01G279100.v0.1.stacei	0.000776592	0.006780106	0.114539867
temp_vcf4_SM_ES19.vcf	Brast01G280900.v0.1.stacei	0.000518055	0.002210742	0.23433533
temp_vcf4_SM_ES19.vcf	Brast01G287500.v0.1.stacei	0.001086291	0.004296955	0.252804712
temp_vcf4_SM_ES19.vcf	Brast01G290000.v0.1.stacei	0.002586815	0.004509164	0.573679527
temp_vcf4_SM_ES19.vcf	Brast01G297700.v0.1.stacei	0.001666247	0.001388683	1.199875182
temp_vcf4_SM_ES19.vcf	Brast01G301900.v0.1.stacei	0.000858892	0.000734472	1.169400507
temp_vcf4_SM_ES19.vcf	Brast01G307700.v0.1.stacei	0.000536305	0.001147398	0.467410049
temp_vcf4_SM_ES19.vcf	Brast01G308900.v0.1.stacei	0.004904066	0.006565955	0.746893122
temp_vcf4_SM_ES19.vcf	Brast01G336100.v0.1.stacei	0.018079435	0.013906179	1.300100838
temp_vcf4_SM_ES19.vcf	Brast01G346800.v0.1.stacei	0.002307707	0.000461655	4.998773005
temp_vcf4_SM_ES19.vcf	Brast01G349800.v0.1.stacei	0.001583573	0.005536495	0.286024429
temp_vcf4_SM_ES19.vcf	Brast01G349900.v0.1.stacei	0.006448355	0.002651514	2.431951806
temp_vcf4_SM_ES19.vcf	Brast01G390700.v0.1.stacei	2.30E-05	0.000286133	0.080297699
temp_vcf4_SM_ES19.vcf	Brast01G396100.v0.1.stacei	0.000144615	0.000391551	0.369339143
temp_vcf4_SM_ES19.vcf	Brast01G409600.v0.1.stacei	0.015809855	0.032911185	0.480379384
temp_vcf4_SM_ES1.vcf	Brast01G114000.v0.1.stacei	0.000285053	0.002719374	0.104822832
temp_vcf4_SM_ES1.vcf	Brast01G127500.v0.1.stacei	0.000107566	8.06E-05	1.333769371
temp_vcf4_SM_ES1.vcf	Brast01G131800.v0.1.stacei	0.010278609	0.027407238	0.375032645
temp_vcf4_SM_ES1.vcf	Brast01G155300.v0.1.stacei	0.001862487	0.005679581	0.327926903
temp_vcf4_SM_ES1.vcf	Brast01G175900.v0.1.stacei	7.82E-05	0.000345462	0.226461957
temp_vcf4_SM_ES1.vcf	Brast01G245300.v0.1.stacei	0.000162458	0.000478839	0.33927551
temp_vcf4_SM_ES1.vcf	Brast01G259900.v0.1.stacei	0.003646555	0.004651625	0.783931492
temp_vcf4_SM_ES1.vcf	Brast01G268400.v0.1.stacei	0.000169335	0.002975081	0.056917624
temp_vcf4_SM_ES1.vcf	Brast01G273600.v0.1.stacei	0.004152866	0.005067999	0.81942916
temp_vcf4_SM_ES1.vcf	Brast01G278200.v0.1.stacei	0.002187565	0.004505455	0.485536993
temp_vcf4_SM_ES1.vcf	Brast01G304200.v0.1.stacei	0.006681445	0.002842838	2.350272937
temp_vcf4_SM_ES21.vcf	Brast01G131800.v0.1.stacei	0.00716157	0.027762868	0.257954973
temp_vcf4_SM_ES21.vcf	Brast01G155300.v0.1.stacei	0.001835376	0.005925309	0.309751879
temp_vcf4_SM_ES21.vcf	Brast01G175900.v0.1.stacei	1.75E-05	0.000144308	0.120950246
temp_vcf4_SM_ES21.vcf	Brast01G201000.v0.1.stacei	0.000355802	0.000874126	0.407037768
temp_vcf4_SM_ES21.vcf	Brast01G259900.v0.1.stacei	0.004905635	0.005923191	0.828208149
temp_vcf4_SM_ES21.vcf	Brast01G267400.v0.1.stacei	0.001952237	0.003755792	0.519793701
temp_vcf4_SM_ES21.vcf	Brast01G268400.v0.1.stacei	0.000238823	0.002286796	0.104435435
temp_vcf4_SM_ES21.vcf	Brast01G271300.v0.1.stacei	2.63E-05	8.53E-05	0.308551116
temp_vcf4_SM_ES21.vcf	Brast01G273600.v0.1.stacei	0.002498358	0.004866839	0.513343115
temp_vcf4_SM_ES21.vcf	Brast01G278200.v0.1.stacei	0.00122447	0.001755491	0.697508554
temp_vcf4_SM_ES21.vcf	Brast01G304200.v0.1.stacei	0.003216719	0.000311707	10.31968556
temp_vcf4_SM_ES11.vcf	Brast10G000400.v0.1.stacei	0.003602252	0.012851991	0.280287465
temp_vcf4_SM_ES11.vcf	Brast10G001400.v0.1.stacei	0.000697327	0.00057849	1.205426713
temp_vcf4_SM_ES11.vcf	Brast10G005000.v0.1.stacei	0.001448772	0.001708858	0.847801615
temp_vcf4_SM_ES11.vcf	Brast10G009800.v0.1.stacei	0.006081801	0.009950707	0.611192847
